case,variant,seed,N_input,N_board,part_area_sum,board_area_effective,LB_area,N_board_gap_to_LB,U_avg,U_avg_excl_last,U_avg_excl_last2,U_global,U_last,U_worst_excl_last,U_best_board,U_worst_board,last2_used_equiv,sparse_board_count,tail_waste_area,runtime_s,baseline_order,board_area_sum,decode_cache_entries,decode_cache_hits,decode_cache_misses,micro_cache_entries,micro_cache_hits,micro_cache_misses,n_parts_sum,solver_kind,used_area_sum,waste_area_sum
public_regression_small_20260315__gcut10,baseline_greedy,1000,20,7,5355377.0,1000000.0,6,1.0,0.7650538571428571,0.7634131666666667,0.7660572,0.7650538571428571,0.774898,0.537992,0.907439,0.537992,1.525091,1,225102.0,0.007112100000085775,area_aspect_desc,7000000.0,20.0,0.0,20.0,123.0,0.0,123.0,20,baseline_greedy,5355377.0,1644623.0
