board,n_parts,used_area,waste_area,board_area,U
1,4,2807972.0,168828.0,2976800.0,0.943285407148616
2,3,2861170.0,115630.0,2976800.0,0.9611562751948401
3,3,2828100.0,148700.0,2976800.0,0.9500470303681806
4,4,2894831.5,81968.5,2976800.0,0.9724642233270626
5,4,2860520.0,116280.0,2976800.0,0.9609379199140016
6,4,2904257.0,72543.0,2976800.0,0.9756305428648213
7,6,2848773.0,128027.0,2976800.0,0.9569917360924483
8,9,2792499.5,184300.5,2976800.0,0.9380877116366568
9,5,2482943.5,493856.5,2976800.0,0.8340981926901371
10,7,2832622.0,144178.0,2976800.0,0.9515661112604139
11,5,2873936.0,102864.0,2976800.0,0.9654447729105079
12,6,2902240.0,74560.0,2976800.0,0.9749529696318194
13,6,2875820.0,100980.0,2976800.0,0.9660776672937382
14,8,2857390.0,119410.0,2976800.0,0.959886455253964
15,5,2847435.0,129365.0,2976800.0,0.9565422601451222
16,7,2869426.0,107374.0,2976800.0,0.9639297231926901
17,6,2819913.0,156887.0,2976800.0,0.9472967616232195
18,4,2483110.0,493690.0,2976800.0,0.8341541252351519
19,4,2826950.0,149850.0,2976800.0,0.9496607094866971
20,4,2872850.0,103950.0,2976800.0,0.965079951625907
21,4,2866327.0,110473.0,2976800.0,0.9628886723998925
22,4,2866327.0,110473.0,2976800.0,0.9628886723998925
23,5,2919299.5,57500.5,2976800.0,0.9806837879602257
24,6,2882299.0,94501.0,2976800.0,0.968254165546896
25,4,2850967.0,125833.0,2976800.0,0.9577287691480785
26,4,2863079.0,113721.0,2976800.0,0.9617975678581027
27,5,2831392.0,145408.0,2976800.0,0.9511529158828272
28,5,2883013.0,93787.0,2976800.0,0.9684940204246171
29,4,2794453.0,182347.0,2976800.0,0.9387439532383768
30,4,2766682.0,210118.0,2976800.0,0.9294148078473529
31,4,2830641.5,146158.5,2976800.0,0.950900799516259
32,5,2860117.0,116683.0,2976800.0,0.9608025396398817
33,5,2879194.0,97606.0,2976800.0,0.9672110991668906
34,5,2872744.0,104056.0,2976800.0,0.9650443429185703
35,5,2821810.0,154990.0,2976800.0,0.9479340231120666
36,6,2803224.0,173576.0,2976800.0,0.9416904058048912
37,6,2799194.75,177605.25,2976800.0,0.9403368550120935
38,6,2780640.0,196160.0,2976800.0,0.9341037355549583
39,6,2776038.0,200762.0,2976800.0,0.9325577801666218
40,6,2760078.0,216722.0,2976800.0,0.9271963181940338
41,7,2824056.0,152744.0,2976800.0,0.948688524590164
42,6,2751996.0,224804.0,2976800.0,0.9244813222252083
43,7,2766496.0,210304.0,2976800.0,0.9293523246439129
44,8,2787146.0,189654.0,2976800.0,0.9362893039505509
45,4,2585211.5,391588.5,2976800.0,0.8684532047836603
46,6,2817968.0,158832.0,2976800.0,0.9466433754367105
47,6,2785467.0,191333.0,2976800.0,0.9357252754635851
48,6,2745765.0,231035.0,2976800.0,0.9223881349099704
49,4,2848476.0,128324.0,2976800.0,0.9568919645256652
50,6,2803930.0,172870.0,2976800.0,0.9419275732330019
51,6,2801760.0,175040.0,2976800.0,0.9411986025262027
52,4,2756504.0,220296.0,2976800.0,0.9259957000806235
53,5,2862892.5,113907.5,2976800.0,0.9617349166890621
54,6,2769017.5,207782.5,2976800.0,0.9301993751679656
55,4,2896877.5,79922.5,2976800.0,0.9731515385649019
56,7,2789920.0,186880.0,2976800.0,0.9372211771029293
57,5,2656256.0,320544.0,2976800.0,0.892319269013706
58,7,2842644.0,134156.0,2976800.0,0.954932813759742
59,7,2854068.75,122731.25,2976800.0,0.9587707437516797
60,5,2876510.0,100290.0,2976800.0,0.9663094598226283
61,5,2829820.0,146980.0,2976800.0,0.9506248320343994
62,7,2758836.0,217964.0,2976800.0,0.9267790916420318
63,8,2793215.75,183584.25,2976800.0,0.9383283223595807
64,6,2848539.0,128261.0,2976800.0,0.9569131281913464
65,6,2793053.0,183747.0,2976800.0,0.9382736495565708
66,5,2872952.0,103848.0,2976800.0,0.9651142166084385
67,4,2501560.0,475240.0,2976800.0,0.8403520558989519
68,5,2849302.0,127498.0,2976800.0,0.9571694436979307
69,4,2589396.25,387403.75,2976800.0,0.8698589928782585
70,3,2593500.0,383300.0,2976800.0,0.8712375705455523
71,4,2881871.25,94928.75,2976800.0,0.9681104709755443
72,4,2713662.75,263137.25,2976800.0,0.9116039875033594
73,3,2497440.0,479360.0,2976800.0,0.8389680193496372
74,5,2653315.7,323484.2999999998,2976800.0,0.8913315305025531
75,5,2740877.0,235923.0,2976800.0,0.920746103198065
76,5,2802388.0,174412.0,2976800.0,0.9414095673206128
77,7,2403595.75,573204.25,2976800.0,0.8074428077129804
78,5,2822960.5,153839.5,2976800.0,0.9483205119591508
79,6,2818062.75,158737.25,2976800.0,0.9466752049180328
80,5,2640409.0,336391.0,2976800.0,0.8869957672668638
81,5,2387224.25,589575.75,2976800.0,0.8019431100510616
82,7,2511140.0,465660.0,2976800.0,0.8435702768073099
83,8,2687418.0,289382.0,2976800.0,0.9027875571083043
84,6,2706094.5,270705.5,2976800.0,0.9090615761891965
85,4,2730672.0,246128.0,2976800.0,0.9173179252889009
86,5,2775337.0,201463.0,2976800.0,0.9323222923945176
87,6,2605433.5,371366.5,2976800.0,0.8752464055361462
88,5,2387897.0,588903.0,2976800.0,0.8021691077667293
89,7,2627649.5,349150.5,2976800.0,0.8827094531040043
90,5,2607737.0,369063.0,2976800.0,0.8760202230583176
91,6,2638957.0,337843.0,2976800.0,0.8865079951625907
92,8,2764272.0,212528.0,2976800.0,0.928605213652244
93,7,2613922.0,362878.0,2976800.0,0.8780979575382961
94,6,2610358.0,366442.0,2976800.0,0.8769006987368987
95,6,2525906.0,450894.0,2976800.0,0.8485306369255576
96,7,2679260.7,297539.2999999998,2976800.0,0.9000472655200216
97,8,2601182.5,375617.5,2976800.0,0.8738183619994625
98,8,2680700.0,296100.0,2976800.0,0.9005307712980382
99,6,2627168.0,349632.0,2976800.0,0.8825477022305832
100,7,2631077.0,345723.0,2976800.0,0.8838608572964257
101,7,2749505.0,227295.0,2976800.0,0.923644517602795
102,8,2628373.5,348426.5,2976800.0,0.8829526672937382
103,6,2501596.5,475203.5,2976800.0,0.8403643173877989
104,6,2547260.7,429539.2999999998,2976800.0,0.8557043469497447
105,8,2670615.0,306185.0,2976800.0,0.8971429051330287
106,6,2620715.7,356084.2999999998,2976800.0,0.8803801733404999
107,7,2667859.7,308940.2999999998,2976800.0,0.8962173138941145
108,6,2266869.0,709931.0,2976800.0,0.7615120263370062
109,7,2570822.0,405978.0,2976800.0,0.8636193227626981
110,7,2692855.0,283945.0,2976800.0,0.9046140150497178
111,7,2451149.0,525651.0,2976800.0,0.8234174281107229
112,7,2762910.0,213890.0,2976800.0,0.9281476753560871
