case,seed,LB_area,N_board_baseline,N_board_baseline_gap_to_LB,N_board_delta,N_board_main,N_board_main_gap_to_LB,N_board_main_vs_baseline,N_board_ref,N_board_ref_gap_to_LB,U_avg_excl_last_delta,U_avg_excl_last_main,U_avg_excl_last_ref,U_global_baseline,U_global_delta,U_global_main,U_global_main_vs_baseline,U_global_ref,runtime_s_baseline,runtime_s_delta,runtime_s_main,runtime_s_ref,variant_baseline,variant_main,variant_ref
round_01__I1_parts,1000,64,71,7.0,-1.0,69,5.0,-2.0,70,6.0,0.011964086115777262,0.9147799035581042,0.902815817442327,0.8862572752762207,0.013027798456441309,0.9119458919508937,0.025688616674673037,0.8989180934944524,0.7542785999999069,-350.69770970000013,34.66796099999988,385.3656707,baseline_greedy,rh_mcts_prefix_beam,rh_mcts_ref
