case,variant,seed,N_input,N_board,U_avg,U_avg_excl_last,U_global,U_best_board,U_worst_board,runtime_s,board_area_sum,commit_combo_rounds,commit_rounds,commit_steps,decode_cache_entries,decode_cache_hits,decode_cache_misses,macro_cache_entries,macro_cache_hits,micro_cache_entries,micro_cache_hits,micro_cache_misses,n_parts_sum,rollout_cache_entries,rollout_cache_hits,rollout_cache_misses,simulations,used_area_sum,warmstart_capped,waste_area_sum
sample_regression,rh_mcts,1000,200,23,0.8597471453150742,0.8800422456390022,0.8597471453150743,0.9639797769416824,0.413254938188659,258.12393320025876,68466400.0,0.0,200.0,200.0,225820.0,4822.0,225820.0,201.0,0.0,309397.0,4079276.0,309397.0,200,0.0,0.0,0.0,200.0,58863791.95,0.0,9602608.05
