case,variant,seed,N_input,N_board,U_avg,U_avg_excl_last,U_global,U_best_board,U_worst_board,U_avg_pct,U_avg_excl_last_pct,U_global_pct,U_best_board_pct,U_worst_board_pct,runtime_s
sample_regression,rh_mcts,1000,200,23,0.8597471453150742,0.8800422456390022,0.8597471453150743,0.9639797769416824,0.413254938188659,85.97471453150743,88.00422456390022,85.97471453150743,96.39797769416823,41.3254938188659,258.12393320025876
