board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,593,data2_593,5.0,5.0,423.0,419.0,419.0,423.0,1
1,1321,data2_1321,5.0,424.0,423.0,419.0,419.0,423.0,1
1,2055,data2_2055,428.0,5.0,423.0,419.0,419.0,423.0,1
1,2252,data2_2252,428.0,424.0,423.0,419.0,419.0,423.0,1
1,207,data2_207,851.0,5.0,1200.0,1200.0,1200.0,1200.0,0
1,798,data2_798,2051.0,5.0,361.0,885.0,885.0,361.0,1
1,1994,data2_1994,5.0,843.0,811.5,369.0,811.5,369.0,0
1,2229,data2_2229,2051.0,890.0,382.0,320.0,320.0,382.0,1
2,1212,data2_1212,5.0,5.0,1938.0,1144.0,1938.0,1144.0,0
2,460,data2_460,1943.0,5.0,450.0,1124.0,450.0,1124.0,0
2,2255,data2_2255,5.0,1149.0,2313.0,62.0,2313.0,62.0,0
3,494,data2_494,5.0,5.0,1863.0,1124.0,1863.0,1124.0,0
3,506,data2_506,1868.0,5.0,543.0,1179.0,1179.0,543.0,1
3,2254,data2_2254,5.0,1129.0,1812.0,60.0,1812.0,60.0,0
4,1454,data2_1454,5.0,5.0,1863.0,1124.0,1863.0,1124.0,0
4,2424,data2_2424,1868.0,5.0,543.0,1179.0,1179.0,543.0,1
4,1061,data2_1061,5.0,1129.0,1752.0,60.0,1752.0,60.0,0
5,1946,data2_1946,5.0,5.0,1863.0,1124.0,1863.0,1124.0,0
5,1074,data2_1074,1868.0,5.0,563.0,1107.0,1107.0,563.0,1
5,1743,data2_1743,5.0,1129.0,2313.0,70.0,2313.0,70.0,0
6,1953,data2_1953,5.0,5.0,1863.0,1124.0,1863.0,1124.0,0
6,1787,data2_1787,1868.0,5.0,563.0,1107.0,1107.0,563.0,1
6,1978,data2_1978,5.0,1129.0,2313.0,70.0,2313.0,70.0,0
7,2200,data2_2200,5.0,5.0,2295.0,830.0,2295.0,830.0,0
7,361,data2_361,5.0,835.0,2392.0,380.0,2392.0,380.0,0
7,1857,data2_1857,2300.0,5.0,120.0,754.0,754.0,120.0,1
8,77,data2_77,5.0,5.0,2320.0,683.0,2320.0,683.0,0
8,163,data2_163,5.0,688.0,2373.0,524.0,2373.0,524.0,0
8,1279,data2_1279,2325.0,5.0,105.0,592.0,592.0,105.0,1
9,1699,data2_1699,5.0,5.0,2320.0,677.0,2320.0,677.0,0
9,1091,data2_1091,5.0,682.0,2373.0,524.0,2373.0,524.0,0
9,172,data2_172,2325.0,5.0,110.0,550.0,550.0,110.0,1
10,1528,data2_1528,5.0,5.0,2295.0,683.0,2295.0,683.0,0
10,1092,data2_1092,5.0,688.0,2373.0,524.0,2373.0,524.0,0
10,1676,data2_1676,2300.0,5.0,132.0,535.0,132.0,535.0,0
11,1980,data2_1980,5.0,5.0,2295.0,683.0,2295.0,683.0,0
11,348,data2_348,5.0,688.0,2398.0,474.0,2398.0,474.0,0
11,1822,data2_1822,2300.0,5.0,80.0,450.0,450.0,80.0,1
12,1875,data2_1875,5.0,5.0,1952.0,798.0,1952.0,798.0,0
12,141,data2_141,5.0,803.0,2380.0,404.0,2380.0,404.0,0
12,2062,data2_2062,1957.0,5.0,458.5,533.0,458.5,533.0,0
12,2313,data2_2313,1957.0,538.0,386.5,249.0,386.5,249.0,0
13,990,data2_990,5.0,5.0,2395.0,650.0,2395.0,650.0,0
13,1726,data2_1726,5.0,655.0,2405.0,560.0,2405.0,560.0,0
14,1892,data2_1892,5.0,5.0,2395.0,650.0,2395.0,650.0,0
14,108,data2_108,5.0,655.0,2405.0,554.0,2405.0,554.0,0
15,19,data2_19,5.0,5.0,2107.0,725.0,2107.0,725.0,0
15,193,data2_193,5.0,730.0,2420.0,456.0,2420.0,456.0,0
15,20,data2_20,2112.0,5.0,311.0,642.0,642.0,311.0,1
16,624,data2_624,5.0,5.0,2345.0,630.0,2345.0,630.0,0
16,518,data2_518,5.0,635.0,2405.0,580.0,2405.0,580.0,0
16,179,data2_179,2350.0,5.0,75.0,584.0,584.0,75.0,1
17,227,data2_227,5.0,5.0,2417.0,605.0,2417.0,605.0,0
17,1388,data2_1388,5.0,610.0,2417.0,605.0,2417.0,605.0,0
18,653,data2_653,5.0,5.0,2000.0,723.0,2000.0,723.0,0
18,965,data2_965,5.0,728.0,2395.0,460.0,2395.0,460.0,0
18,255,data2_255,2005.0,5.0,424.0,575.0,575.0,424.0,1
18,2172,data2_2172,2005.0,580.0,426.0,60.0,426.0,60.0,0
18,177,data2_177,2005.0,640.0,419.0,60.0,419.0,60.0,0
19,632,data2_632,5.0,5.0,1200.0,1200.0,1200.0,1200.0,0
19,681,data2_681,1205.0,5.0,1200.0,1200.0,1200.0,1200.0,0
20,924,data2_924,5.0,5.0,1200.0,1200.0,1200.0,1200.0,0
20,1318,data2_1318,1205.0,5.0,1200.0,1200.0,1200.0,1200.0,0
21,1964,data2_1964,5.0,5.0,1200.0,1200.0,1200.0,1200.0,0
21,718,data2_718,1205.0,5.0,1230.0,1110.0,1230.0,1110.0,0
21,1737,data2_1737,1205.0,1115.0,1000.0,99.0,1000.0,99.0,0
22,1283,data2_1283,5.0,5.0,2300.0,610.0,2300.0,610.0,0
22,2148,data2_2148,5.0,615.0,2405.0,580.0,2405.0,580.0,0
22,2171,data2_2171,2305.0,5.0,121.5,473.0,121.5,473.0,0
23,1041,data2_1041,5.0,5.0,2300.0,604.0,2300.0,604.0,0
23,502,data2_502,5.0,609.0,2379.0,580.0,2379.0,580.0,0
23,1000,data2_1000,2305.0,5.0,80.0,450.0,450.0,80.0,1
24,1389,data2_1389,5.0,5.0,2410.0,570.0,2410.0,570.0,0
24,215,data2_215,5.0,575.0,2342.0,574.0,2342.0,574.0,0
24,340,data2_340,5.0,1149.0,2336.0,60.0,2336.0,60.0,0
24,546,data2_546,2347.0,575.0,88.0,600.0,600.0,88.0,1
25,2270,data2_2270,5.0,5.0,1230.0,1110.0,1230.0,1110.0,0
25,1133,data2_1133,1235.0,5.0,1200.0,942.0,1200.0,942.0,0
25,2421,data2_2421,1235.0,947.0,1122.0,260.0,260.0,1122.0,1
25,282,data2_282,5.0,1115.0,953.0,100.0,953.0,100.0,0
26,1442,data2_1442,5.0,5.0,1950.0,697.0,1950.0,697.0,0
26,1127,data2_1127,5.0,702.0,2320.0,488.0,2320.0,488.0,0
26,2357,data2_2357,1955.0,5.0,458.5,533.0,458.5,533.0,0
26,1483,data2_1483,1955.0,538.0,445.0,156.5,156.5,445.0,1
26,338,data2_338,2325.0,694.5,110.0,509.0,509.0,110.0,1
27,401,data2_401,5.0,5.0,1950.0,694.0,1950.0,694.0,0
27,684,data2_684,5.0,699.0,2398.0,458.0,2398.0,458.0,0
27,1227,data2_1227,1955.0,5.0,443.5,651.5,651.5,443.5,1
28,1527,data2_1527,5.0,5.0,1950.0,694.0,1950.0,694.0,0
28,2190,data2_2190,5.0,699.0,2398.0,458.0,2398.0,458.0,0
28,2164,data2_2164,1955.0,5.0,443.5,651.5,651.5,443.5,1
29,970,data2_970,5.0,5.0,2342.0,574.0,2342.0,574.0,0
29,983,data2_983,5.0,579.0,2342.0,574.0,2342.0,574.0,0
29,542,data2_542,2347.0,5.0,70.0,913.0,913.0,70.0,1
29,126,data2_126,5.0,1153.0,992.0,60.0,992.0,60.0,0
29,2318,data2_2318,997.0,1153.0,992.0,60.0,992.0,60.0,0
29,543,data2_543,1989.0,1153.0,429.0,60.0,429.0,60.0,0
30,1175,data2_1175,5.0,5.0,2342.0,574.0,2342.0,574.0,0
