case,variant,seed,N_board,U_global,U_avg_excl_last,runtime_s,LB_area,N_board_gap_to_LB
data1_formal_global_20260313,baseline_greedy,1000,343,0.9172482096727811,0.9185858783559724,4.0948666000000005,319,24.0
data1_formal_global_20260313,rh_mcts_main,1000,342,0.9199302219817661,0.9209909634506853,2089.3759485,319,23.0
