case_id,family,status,elapsed_s,out_case_dir,n_rows
cgcut1,cgcut,completed,10.953376,D:\桌面\CXP\20260311 (2)\20260311\outputs\paper_ablation_smoke_20260315\paper_ablation_smoke_20260315__cgcut1,4
