case,seed,LB_area,N_board_baseline,N_board_baseline_gap_to_LB,N_board_delta,N_board_main,N_board_main_gap_to_LB,N_board_main_vs_baseline,N_board_ref,N_board_ref_gap_to_LB,U_avg_excl_last_delta,U_avg_excl_last_main,U_avg_excl_last_ref,U_global_baseline,U_global_delta,U_global_main,U_global_main_vs_baseline,U_global_ref,runtime_s_baseline,runtime_s_delta,runtime_s_main,runtime_s_ref,variant_baseline,variant_main,variant_ref
prefix_beam_short_industrial_xlsx6_20260318__data2,1000,353,392,39.0,-4.0,392,39.0,0.0,396,43.0,0.008019314246800469,0.8885257983993523,0.8805064841525518,0.8873994779869079,0.008963631090776802,0.8873994779869081,2.220446049250313e-16,0.8784358468961313,21.482639300000073,-1255.4841432000007,688.5432841999996,1944.0274274000003,baseline_greedy,rh_mcts_prefix_beam,rh_mcts_ref
