board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,1689,data1_1689,5.0,5.0,338.0,293.0,338.0,293.0,0
1,1384,data1_1384,5.0,298.0,338.0,293.0,338.0,293.0,0
1,37,data1_37,5.0,591.0,330.0,300.0,300.0,330.0,1
1,9,data1_9,335.0,591.0,323.0,284.0,284.0,323.0,1
1,510,data1_510,343.0,5.0,343.0,264.0,264.0,343.0,1
1,1416,data1_1416,686.0,5.0,343.0,264.0,264.0,343.0,1
1,489,data1_489,1029.0,5.0,343.0,264.0,264.0,343.0,1
1,1031,data1_1031,1372.0,5.0,375.0,260.0,375.0,260.0,0
1,2008,data1_2008,1372.0,265.0,983.0,868.5,983.0,868.5,0
1,440,data1_440,658.0,269.0,608.0,877.5,608.0,877.5,0
1,2054,data1_2054,5.0,891.0,645.5,298.0,645.5,298.0,0
1,1019,data1_1019,1747.0,5.0,570.0,260.0,570.0,260.0,0
1,252,data1_252,343.0,269.0,293.0,310.7,310.7,293.0,1
2,81,data1_81,5.0,5.0,2397.0,812.0,2397.0,812.0,0
2,1067,data1_1067,5.0,817.0,2350.0,394.0,2350.0,394.0,0
2,612,data1_612,2355.0,817.0,70.0,333.0,333.0,70.0,1
3,384,data1_384,5.0,5.0,2321.0,814.0,2321.0,814.0,0
3,1977,data1_1977,5.0,819.0,2350.0,394.0,2350.0,394.0,0
3,1259,data1_1259,2326.0,5.0,70.0,799.0,799.0,70.0,1
3,1954,data1_1954,2355.0,804.0,70.0,383.0,383.0,70.0,1
4,2137,data1_2137,5.0,5.0,1720.0,1071.0,1720.0,1071.0,0
4,1500,data1_1500,1725.0,5.0,679.5,1209.0,1209.0,679.5,1
4,2305,data1_2305,5.0,1076.0,1614.0,70.0,1614.0,70.0,0
4,957,data1_957,5.0,1146.0,776.0,60.0,776.0,60.0,0
4,1102,data1_1102,781.0,1146.0,776.0,60.0,776.0,60.0,0
5,1516,data1_1516,5.0,5.0,1627.5,1083.5,1627.5,1083.5,0
5,1023,data1_1023,1632.5,5.0,732.0,1190.0,1190.0,732.0,1
5,904,data1_904,5.0,1088.5,1585.0,70.0,1585.0,70.0,0
5,1837,data1_1837,2364.5,5.0,60.0,726.0,726.0,60.0,1
6,547,data1_547,5.0,5.0,1883.5,896.0,1883.5,896.0,0
6,519,data1_519,5.0,901.0,2330.0,312.0,2330.0,312.0,0
6,343,data1_343,1888.5,5.0,543.0,884.0,884.0,543.0,1
6,538,data1_538,2335.0,889.0,60.0,320.0,320.0,60.0,1
7,1004,data1_1004,5.0,5.0,1445.0,1150.0,1445.0,1150.0,0
7,2371,data1_2371,1450.0,5.0,901.5,1144.0,901.5,1144.0,0
7,2669,data1_2669,2351.5,5.0,80.0,892.0,892.0,80.0,1
7,951,data1_951,5.0,1155.0,884.0,60.0,884.0,60.0,0
7,1241,data1_1241,889.0,1155.0,884.0,60.0,884.0,60.0,0
7,29,data1_29,1773.0,1149.0,643.0,60.0,643.0,60.0,0
8,119,data1_119,5.0,5.0,1440.0,1150.0,1440.0,1150.0,0
8,369,data1_369,1445.0,5.0,900.0,989.0,900.0,989.0,0
8,348,data1_348,1445.0,994.0,976.0,220.0,976.0,220.0,0
8,1463,data1_1463,2345.0,5.0,70.0,773.0,773.0,70.0,1
8,467,data1_467,5.0,1155.0,764.0,60.0,764.0,60.0,0
8,885,data1_885,769.0,1155.0,643.0,60.0,643.0,60.0,0
9,1982,data1_1982,5.0,5.0,2257.0,710.0,2257.0,710.0,0
9,1675,data1_1675,5.0,715.0,2357.0,499.0,2357.0,499.0,0
9,2700,data1_2700,2362.0,5.0,70.0,776.0,776.0,70.0,1
9,932,data1_932,2262.0,5.0,60.0,679.0,679.0,60.0,1
9,399,data1_399,2362.0,781.0,70.0,417.0,417.0,70.0,1
10,170,data1_170,5.0,5.0,1395.0,1062.0,1395.0,1062.0,0
10,2033,data1_2033,1400.0,5.0,1004.0,883.5,883.5,1004.0,1
10,869,data1_869,1400.0,888.5,1033.5,322.0,1033.5,322.0,0
10,541,data1_541,5.0,1067.0,1326.5,145.5,1326.5,145.5,0
11,1091,data1_1091,5.0,5.0,1563.5,917.5,1563.5,917.5,0
11,253,data1_253,5.0,922.5,2370.0,289.0,2370.0,289.0,0
11,2395,data1_2395,1568.5,5.0,751.0,820.0,820.0,751.0,1
11,2423,data1_2423,2319.5,5.0,110.0,758.0,758.0,110.0,1
11,2670,data1_2670,1568.5,825.0,727.0,60.0,727.0,60.0,0
11,2062,data1_2062,2375.0,763.0,60.0,315.0,315.0,60.0,1
12,1972,data1_1972,5.0,5.0,2260.0,625.0,2260.0,625.0,0
12,340,data1_340,5.0,630.0,2400.0,580.0,2400.0,580.0,0
12,828,data1_828,2265.0,5.0,80.0,625.0,625.0,80.0,1
12,2551,data1_2551,2345.0,5.0,80.0,625.0,625.0,80.0,1
13,2492,data1_2492,5.0,5.0,2400.0,580.0,2400.0,580.0,0
13,2138,data1_2138,5.0,585.0,2400.0,574.0,2400.0,574.0,0
14,492,data1_492,5.0,5.0,1832.0,755.0,1832.0,755.0,0
14,599,data1_599,5.0,760.0,2400.0,440.0,2400.0,440.0,0
14,1156,data1_1156,1837.0,5.0,550.0,755.0,755.0,550.0,1
15,546,data1_546,5.0,5.0,1820.0,754.0,1820.0,754.0,0
15,1589,data1_1589,5.0,759.0,2400.0,440.0,2400.0,440.0,0
15,1812,data1_1812,1825.0,5.0,554.0,720.0,720.0,554.0,1
16,2664,data1_2664,5.0,5.0,1534.0,894.0,1534.0,894.0,0
16,2329,data1_2329,1539.0,5.0,887.0,982.0,982.0,887.0,1
16,1286,data1_1286,5.0,899.0,1524.0,303.0,1524.0,303.0,0
16,754,data1_754,1529.0,987.0,836.0,199.0,836.0,199.0,0
17,1409,data1_1409,5.0,5.0,2330.0,586.0,2330.0,586.0,0
17,659,data1_659,5.0,591.0,2410.0,564.0,2410.0,564.0,0
17,2702,data1_2702,5.0,1155.0,962.0,60.0,962.0,60.0,0
17,396,data1_396,967.0,1155.0,953.0,60.0,953.0,60.0,0
17,958,data1_958,2335.0,5.0,70.0,519.0,519.0,70.0,1
17,1948,data1_1948,1920.0,1155.0,513.0,60.0,513.0,60.0,0
18,1495,data1_1495,5.0,5.0,2410.0,564.0,2410.0,564.0,0
18,2536,data1_2536,5.0,569.0,2410.0,564.0,2410.0,564.0,0
18,954,data1_954,5.0,1133.0,2289.0,70.0,2289.0,70.0,0
19,847,data1_847,5.0,5.0,2305.0,588.0,2305.0,588.0,0
19,41,data1_41,5.0,593.0,2405.0,554.0,2405.0,554.0,0
19,1261,data1_1261,5.0,1147.0,884.0,60.0,884.0,60.0,0
19,397,data1_397,889.0,1147.0,874.0,60.0,874.0,60.0,0
19,903,data1_903,2310.0,5.0,123.5,569.5,123.5,569.5,0
19,2198,data1_2198,1763.0,1147.0,564.0,60.0,564.0,60.0,0
20,2335,data1_2335,5.0,5.0,2405.0,554.0,2405.0,554.0,0
20,484,data1_484,5.0,559.0,2400.0,550.0,2400.0,550.0,0
20,2668,data1_2668,5.0,1109.0,2200.0,90.0,2200.0,90.0,0
21,2682,data1_2682,5.0,5.0,2400.0,550.0,2400.0,550.0,0
21,144,data1_144,5.0,555.0,2347.0,560.0,2347.0,560.0,0
21,953,data1_953,5.0,1115.0,2128.0,70.0,2128.0,70.0,0
21,2697,data1_2697,2352.0,555.0,80.0,639.0,639.0,80.0,1
22,2640,data1_2640,5.0,5.0,2347.0,560.0,2347.0,560.0,0
22,2027,data1_2027,5.0,565.0,2382.0,550.0,2382.0,550.0,0
22,468,data1_468,5.0,1115.0,1432.0,70.0,1432.0,70.0,0
22,540,data1_540,1437.0,1115.0,962.0,70.0,962.0,70.0,0
23,1046,data1_1046,5.0,5.0,2400.0,544.0,2400.0,544.0,0
23,603,data1_603,5.0,549.0,2382.0,544.0,2382.0,544.0,0
24,702,data1_702,5.0,5.0,2382.0,544.0,2382.0,544.0,0
24,145,data1_145,5.0,549.0,2320.0,554.0,2320.0,554.0,0
25,283,data1_283,5.0,5.0,2320.0,554.0,2320.0,554.0,0
25,752,data1_752,5.0,559.0,2320.0,554.0,2320.0,554.0,0
26,1175,data1_1175,5.0,5.0,2320.0,554.0,2320.0,554.0,0
26,2380,data1_2380,5.0,559.0,2320.0,554.0,2320.0,554.0,0
27,2593,data1_2593,5.0,5.0,2320.0,554.0,2320.0,554.0,0
27,1805,data1_1805,5.0,559.0,2326.0,550.0,2326.0,550.0,0
28,1068,data1_1068,5.0,5.0,2350.0,544.0,2350.0,544.0,0
28,1999,data1_1999,5.0,549.0,2350.0,544.0,2350.0,544.0,0
29,172,data1_172,5.0,5.0,2347.0,544.0,2347.0,544.0,0
29,700,data1_700,5.0,549.0,2347.0,544.0,2347.0,544.0,0
30,487,data1_487,5.0,5.0,2321.0,550.0,2321.0,550.0,0
30,530,data1_530,5.0,555.0,2321.0,550.0,2321.0,550.0,0
31,1619,data1_1619,5.0,5.0,2321.0,550.0,2321.0,550.0,0
31,1631,data1_1631,5.0,555.0,2321.0,550.0,2321.0,550.0,0
32,1930,data1_1930,5.0,5.0,2200.0,580.0,2200.0,580.0,0
32,866,data1_866,5.0,585.0,2360.0,540.0,2360.0,540.0,0
32,2509,data1_2509,2205.0,5.0,230.0,463.5,463.5,230.0,1
32,1460,data1_1460,5.0,1125.0,884.0,70.0,884.0,70.0,0
32,2310,data1_2310,889.0,1125.0,884.0,70.0,884.0,70.0,0
32,883,data1_883,2365.0,468.5,60.0,727.0,727.0,60.0,1
32,1841,data1_1841,1773.0,1125.0,509.0,70.0,509.0,70.0,0
33,1669,data1_1669,5.0,5.0,2360.0,540.0,2360.0,540.0,0
33,199,data1_199,5.0,545.0,2382.0,535.0,2382.0,535.0,0
34,456,data1_456,5.0,5.0,2382.0,535.0,2382.0,535.0,0
34,1430,data1_1430,5.0,540.0,2382.0,535.0,2382.0,535.0,0
35,1615,data1_1615,5.0,5.0,2382.0,535.0,2382.0,535.0,0
35,370,data1_370,5.0,540.0,2326.0,544.0,2326.0,544.0,0
36,2533,data1_2533,5.0,5.0,2300.0,550.0,2300.0,550.0,0
36,816,data1_816,5.0,555.0,2360.0,536.0,2360.0,536.0,0
37,2106,data1_2106,5.0,5.0,2360.0,536.0,2360.0,536.0,0
37,892,data1_892,5.0,541.0,2321.0,544.0,2321.0,544.0,0
38,1070,data1_1070,5.0,5.0,2321.0,544.0,2321.0,544.0,0
38,1738,data1_1738,5.0,549.0,2321.0,544.0,2321.0,544.0,0
39,1919,data1_1919,5.0,5.0,1457.5,863.0,1457.5,863.0,0
39,711,data1_711,1462.5,5.0,868.5,983.0,983.0,868.5,1
39,1199,data1_1199,5.0,868.0,1407.0,327.0,1407.0,327.0,0
39,214,data1_214,1412.0,988.0,976.0,220.0,976.0,220.0,0
39,1951,data1_1951,2331.0,5.0,100.0,776.0,776.0,100.0,1
40,1097,data1_1097,5.0,5.0,2090.0,600.0,2090.0,600.0,0
