board,uid,pid_raw,x,y,w,h,w0,h0,rotated
20,1261,1261,5.0,1147.0,884.0,60.0,884.0,60.0,0
20,397,397,889.0,1147.0,874.0,60.0,874.0,60.0,0
20,2550,2550,2310.0,5.0,100.0,494.0,100.0,494.0,0
20,29,29,1763.0,1147.0,643.0,60.0,643.0,60.0,0
21,2335,2335,5.0,5.0,2405.0,554.0,2405.0,554.0,0
21,484,484,5.0,559.0,2400.0,550.0,2400.0,550.0,0
21,953,953,5.0,1109.0,2128.0,70.0,2128.0,70.0,0
22,2682,2682,5.0,5.0,2400.0,550.0,2400.0,550.0,0
22,144,144,5.0,555.0,2347.0,560.0,2347.0,560.0,0
22,1946,1946,5.0,1115.0,1550.0,70.0,1550.0,70.0,0
22,880,880,1555.0,1115.0,869.0,70.0,869.0,70.0,0
22,2173,2173,2352.0,555.0,70.0,514.0,514.0,70.0,1
23,2640,2640,5.0,5.0,2347.0,560.0,2347.0,560.0,0
23,2027,2027,5.0,565.0,2382.0,550.0,2382.0,550.0,0
24,1046,1046,5.0,5.0,2400.0,544.0,2400.0,544.0,0
24,603,603,5.0,549.0,2382.0,544.0,2382.0,544.0,0
25,702,702,5.0,5.0,2382.0,544.0,2382.0,544.0,0
25,145,145,5.0,549.0,2320.0,554.0,2320.0,554.0,0
26,283,283,5.0,5.0,2320.0,554.0,2320.0,554.0,0
26,752,752,5.0,559.0,2320.0,554.0,2320.0,554.0,0
27,1175,1175,5.0,5.0,2320.0,554.0,2320.0,554.0,0
27,2380,2380,5.0,559.0,2320.0,554.0,2320.0,554.0,0
28,2593,2593,5.0,5.0,2320.0,554.0,2320.0,554.0,0
28,1805,1805,5.0,559.0,2326.0,550.0,2326.0,550.0,0
29,1068,1068,5.0,5.0,2350.0,544.0,2350.0,544.0,0
29,1999,1999,5.0,549.0,2350.0,544.0,2350.0,544.0,0
30,172,172,5.0,5.0,2347.0,544.0,2347.0,544.0,0
30,700,700,5.0,549.0,2347.0,544.0,2347.0,544.0,0
31,487,487,5.0,5.0,2321.0,550.0,2321.0,550.0,0
31,530,530,5.0,555.0,2321.0,550.0,2321.0,550.0,0
32,1619,1619,5.0,5.0,2321.0,550.0,2321.0,550.0,0
32,1631,1631,5.0,555.0,2321.0,550.0,2321.0,550.0,0
33,1930,1930,5.0,5.0,2200.0,580.0,2200.0,580.0,0
33,866,866,5.0,585.0,2360.0,540.0,2360.0,540.0,0
33,1379,1379,2205.0,5.0,220.0,499.0,499.0,220.0,1
33,534,534,5.0,1125.0,1550.0,70.0,1550.0,70.0,0
33,1462,1462,1555.0,1125.0,832.0,80.0,832.0,80.0,0
33,2058,2058,2365.0,504.0,70.0,597.0,597.0,70.0,1
34,1669,1669,5.0,5.0,2360.0,540.0,2360.0,540.0,0
34,199,199,5.0,545.0,2382.0,535.0,2382.0,535.0,0
35,456,456,5.0,5.0,2382.0,535.0,2382.0,535.0,0
35,1430,1430,5.0,540.0,2382.0,535.0,2382.0,535.0,0
36,1615,1615,5.0,5.0,2382.0,535.0,2382.0,535.0,0
36,370,370,5.0,540.0,2326.0,544.0,2326.0,544.0,0
37,2533,2533,5.0,5.0,2300.0,550.0,2300.0,550.0,0
37,816,816,5.0,555.0,2360.0,536.0,2360.0,536.0,0
38,2106,2106,5.0,5.0,2360.0,536.0,2360.0,536.0,0
38,892,892,5.0,541.0,2321.0,544.0,2321.0,544.0,0
39,1070,1070,5.0,5.0,2321.0,544.0,2321.0,544.0,0
39,1738,1738,5.0,549.0,2321.0,544.0,2321.0,544.0,0
40,1919,1919,5.0,5.0,1457.5,863.0,1457.5,863.0,0
40,711,711,1462.5,5.0,868.5,983.0,983.0,868.5,1
40,1199,1199,5.0,868.0,1407.0,327.0,1407.0,327.0,0
40,214,214,1412.0,988.0,976.0,220.0,976.0,220.0,0
40,614,614,2331.0,5.0,100.0,900.0,900.0,100.0,1
41,1097,1097,5.0,5.0,2090.0,600.0,2090.0,600.0,0
41,1222,1222,5.0,605.0,2090.0,600.0,2090.0,600.0,0
41,157,157,2095.0,5.0,330.0,1210.0,1210.0,330.0,1
42,1970,1970,5.0,5.0,2352.0,530.0,2352.0,530.0,0
42,266,266,5.0,535.0,2352.0,524.0,2352.0,524.0,0
42,949,949,5.0,1059.0,2200.0,150.0,2200.0,150.0,0
42,998,998,2357.0,5.0,70.0,1089.0,1089.0,70.0,1
43,1126,1126,5.0,5.0,2352.0,524.0,2352.0,524.0,0
43,1552,1552,5.0,529.0,2352.0,524.0,2352.0,524.0,0
43,1034,1034,5.0,1053.0,2345.0,159.0,2345.0,159.0,0
43,1595,1595,2357.0,5.0,70.0,1192.0,1192.0,70.0,1
44,2495,2495,5.0,5.0,2352.0,524.0,2352.0,524.0,0
44,2504,2504,5.0,529.0,2352.0,524.0,2352.0,524.0,0
44,1720,1720,5.0,1053.0,2345.0,159.0,2345.0,159.0,0
44,2549,2549,2357.0,5.0,70.0,1181.0,1181.0,70.0,1
45,2133,2133,5.0,5.0,2279.0,538.0,2279.0,538.0,0
45,1584,1584,5.0,543.0,2250.0,544.0,2250.0,544.0,0
46,55,55,5.0,5.0,2398.0,510.0,2398.0,510.0,0
46,663,663,5.0,515.0,2150.0,560.0,2150.0,560.0,0
46,171,171,2155.0,515.0,280.0,689.0,689.0,280.0,1
47,1124,1124,5.0,5.0,2150.0,554.0,2150.0,554.0,0
47,2187,2187,5.0,559.0,2150.0,554.0,2150.0,554.0,0
47,2649,2649,2155.0,5.0,280.0,1071.0,1071.0,280.0,1
47,2668,2668,5.0,1113.0,2200.0,90.0,2200.0,90.0,0
48,2722,2722,5.0,5.0,2138.0,555.0,2138.0,555.0,0
48,1939,1939,5.0,560.0,2040.0,580.0,2040.0,580.0,0
48,110,110,2143.0,5.0,264.0,1114.0,1114.0,264.0,1
48,837,837,5.0,1140.0,2208.0,70.0,2208.0,70.0,0
48,830,830,2045.0,560.0,70.0,516.0,516.0,70.0,1
49,1080,1080,5.0,5.0,1720.0,689.0,1720.0,689.0,0
49,713,713,5.0,694.0,2347.0,479.0,2347.0,479.0,0
49,2753,2753,1725.0,5.0,700.0,664.0,700.0,664.0,0
49,2194,2194,2352.0,669.0,60.0,511.0,511.0,60.0,1
50,2205,2205,5.0,5.0,2169.0,542.0,2169.0,542.0,0
50,53,53,5.0,547.0,2118.0,555.0,2118.0,555.0,0
50,2718,2718,2174.0,5.0,258.0,1113.5,258.0,1113.5,0
50,904,904,5.0,1102.0,1585.0,70.0,1585.0,70.0,0
50,2583,2583,1590.0,1118.5,844.0,70.0,844.0,70.0,0
51,579,579,5.0,5.0,1494.5,782.0,1494.5,782.0,0
51,846,846,5.0,787.0,2382.0,405.0,2382.0,405.0,0
51,638,638,1499.5,5.0,820.0,751.0,820.0,751.0,0
51,1836,1836,2319.5,5.0,110.0,758.0,758.0,110.0,1
52,734,734,5.0,5.0,2040.0,570.0,2040.0,570.0,0
52,1752,1752,5.0,575.0,2000.0,580.0,2000.0,580.0,0
52,1585,1585,2045.0,5.0,343.0,1139.0,1139.0,343.0,1
52,931,931,5.0,1155.0,1247.0,60.0,1247.0,60.0,0
52,992,992,1252.0,1155.0,1014.0,60.0,1014.0,60.0,0
53,1414,1414,5.0,5.0,1519.0,760.0,1519.0,760.0,0
53,43,43,5.0,765.0,2360.0,444.0,2360.0,444.0,0
53,1760,1760,1524.0,5.0,820.0,753.0,820.0,753.0,0
53,832,832,2365.0,5.0,70.0,1089.0,1089.0,70.0,1
54,587,587,5.0,5.0,1599.5,720.0,1599.5,720.0,0
54,94,94,5.0,725.0,2220.0,474.0,2220.0,474.0,0
54,667,667,1604.5,5.0,771.0,685.0,685.0,771.0,1
54,1866,1866,2225.0,690.0,182.0,519.0,182.0,519.0,0
55,1457,1457,5.0,5.0,2040.0,564.0,2040.0,564.0,0
55,738,738,5.0,569.0,2000.0,574.0,2000.0,574.0,0
55,1787,1787,2045.0,5.0,343.0,1139.0,1139.0,343.0,1
55,2309,2309,5.0,1143.0,1830.0,70.0,1830.0,70.0,0
56,1854,1854,5.0,5.0,2000.0,574.0,2000.0,574.0,0
56,2416,2416,5.0,579.0,2000.0,574.0,2000.0,574.0,0
56,257,257,2005.0,5.0,399.5,1113.5,399.5,1113.5,0
56,24,24,5.0,1153.0,1368.0,60.0,1368.0,60.0,0
56,1373,1373,1373.0,1153.0,1044.0,60.0,1044.0,60.0,0
57,2567,2567,5.0,5.0,2000.0,574.0,2000.0,574.0,0
57,1045,1045,5.0,579.0,2053.5,552.0,2053.5,552.0,0
57,1828,1828,2058.5,5.0,343.0,1139.0,1139.0,343.0,1
57,535,535,5.0,1144.0,2265.0,70.0,2265.0,70.0,0
58,1855,1855,5.0,5.0,1499.5,757.5,1499.5,757.5,0
58,740,740,5.0,762.5,2360.0,444.0,2360.0,444.0,0
58,69,69,1504.5,5.0,820.0,751.0,820.0,751.0,0
58,1479,1479,2365.0,5.0,70.0,1010.0,1010.0,70.0,1
59,2209,2209,5.0,5.0,1940.0,580.0,1940.0,580.0,0
59,2457,2457,5.0,585.0,1940.0,580.0,1940.0,580.0,0
59,517,517,1945.0,5.0,483.5,1153.5,1153.5,483.5,1
60,1133,1133,5.0,5.0,2000.0,560.0,2000.0,560.0,0
60,1475,1475,5.0,565.0,2000.0,560.0,2000.0,560.0,0
60,162,162,2005.0,5.0,427.0,932.0,932.0,427.0,1
60,1466,1466,5.0,1125.0,1585.0,70.0,1585.0,70.0,0
60,1123,1123,2005.0,937.0,414.0,261.0,414.0,261.0,0
60,609,609,1590.0,1125.0,383.0,75.0,383.0,75.0,0
61,1786,1786,5.0,5.0,2000.0,560.0,2000.0,560.0,0
61,925,925,5.0,565.0,2040.0,549.0,2040.0,549.0,0
61,2181,2181,2045.0,5.0,343.0,1139.0,1139.0,343.0,1
62,984,984,5.0,5.0,2040.0,549.0,2040.0,549.0,0
62,1559,1559,5.0,554.0,2040.0,549.0,2040.0,549.0,0
62,2273,2273,2045.0,5.0,343.0,1139.0,1139.0,343.0,1
63,1681,1681,5.0,5.0,2040.0,549.0,2040.0,549.0,0
63,1870,1870,5.0,554.0,2040.0,549.0,2040.0,549.0,0
63,2420,2420,2045.0,5.0,343.0,1139.0,1139.0,343.0,1
64,430,430,5.0,5.0,2040.0,544.0,2040.0,544.0,0
64,444,444,5.0,549.0,2040.0,544.0,2040.0,544.0,0
64,77,77,2045.0,5.0,371.0,1018.0,1018.0,371.0,1
64,2334,2334,2045.0,1023.0,348.0,182.0,182.0,348.0,1
64,2698,2698,5.0,1093.0,820.0,60.0,820.0,60.0,0
64,2170,2170,825.0,1093.0,780.0,60.0,780.0,60.0,0
64,950,950,5.0,1153.0,776.0,60.0,776.0,60.0,0
64,957,957,781.0,1153.0,776.0,60.0,776.0,60.0,0
64,2424,2424,1605.0,1093.0,322.0,118.5,118.5,322.0,1
65,624,624,5.0,5.0,2040.0,544.0,2040.0,544.0,0
65,693,693,5.0,549.0,2040.0,544.0,2040.0,544.0,0
65,556,556,2045.0,5.0,371.0,1018.0,1018.0,371.0,1
65,1477,1477,2045.0,1023.0,320.0,191.5,191.5,320.0,1
65,1102,1102,5.0,1093.0,776.0,60.0,776.0,60.0,0
65,1375,1375,781.0,1093.0,776.0,60.0,776.0,60.0,0
65,1486,1486,5.0,1153.0,776.0,60.0,776.0,60.0,0
65,1839,1839,781.0,1153.0,776.0,60.0,776.0,60.0,0
65,1485,1485,1557.0,1093.0,464.0,80.0,464.0,80.0,0
66,942,942,5.0,5.0,2040.0,544.0,2040.0,544.0,0
66,1269,1269,5.0,549.0,2040.0,544.0,2040.0,544.0,0
66,1599,1599,2045.0,5.0,332.0,1133.5,1133.5,332.0,1
67,1297,1297,5.0,5.0,2040.0,544.0,2040.0,544.0,0
67,2012,2012,5.0,549.0,2040.0,544.0,2040.0,544.0,0
67,2109,2109,2045.0,5.0,320.0,1176.0,1176.0,320.0,1
68,2736,2736,5.0,5.0,2040.0,544.0,2040.0,544.0,0
68,2748,2748,5.0,549.0,2040.0,544.0,2040.0,544.0,0
68,2478,2478,2045.0,5.0,320.0,1176.0,1176.0,320.0,1
69,2805,2805,5.0,5.0,2040.0,544.0,2040.0,544.0,0
69,385,385,5.0,549.0,2000.0,554.0,2000.0,554.0,0
69,2315,2315,2045.0,5.0,383.0,980.0,980.0,383.0,1
69,980,980,2005.0,985.0,403.5,230.0,403.5,230.0,0
69,833,833,5.0,1103.0,884.0,70.0,884.0,70.0,0
69,1106,1106,889.0,1103.0,884.0,70.0,884.0,70.0,0
70,1491,1491,5.0,5.0,2000.0,554.0,2000.0,554.0,0
70,2075,2075,5.0,559.0,2000.0,554.0,2000.0,554.0,0
70,2411,2411,2005.0,5.0,427.0,932.0,932.0,427.0,1
70,2452,2452,2005.0,937.0,414.0,261.0,414.0,261.0,0
70,991,991,5.0,1113.0,1244.0,70.0,1244.0,70.0,0
70,2577,2577,1249.0,1113.0,715.0,100.0,715.0,100.0,0
71,2556,2556,5.0,5.0,2000.0,554.0,2000.0,554.0,0
71,2607,2607,5.0,559.0,2000.0,554.0,2000.0,554.0,0
71,2405,2405,2005.0,5.0,404.5,939.0,939.0,404.5,1
71,1638,1638,2005.0,944.0,395.0,253.0,253.0,395.0,1
71,1374,1374,5.0,1113.0,953.0,70.0,953.0,70.0,0
71,28,28,958.0,1113.0,944.0,70.0,944.0,70.0,0
72,1546,1546,5.0,5.0,2090.0,527.0,2090.0,527.0,0
72,2014,2014,5.0,532.0,2005.0,545.0,2005.0,545.0,0
72,554,554,2095.0,5.0,333.0,1114.0,1114.0,333.0,1
73,2738,2738,5.0,5.0,1445.0,760.0,1445.0,760.0,0
73,1830,1830,5.0,765.0,2397.0,430.0,2397.0,430.0,0
73,1253,1253,1450.0,5.0,975.0,664.0,975.0,664.0,0
73,540,540,1450.0,669.0,962.0,70.0,962.0,70.0,0
74,778,778,5.0,5.0,1490.0,730.0,1490.0,730.0,0
74,421,421,5.0,735.0,2220.0,474.0,2220.0,474.0,0
74,783,783,1495.0,5.0,861.5,706.0,706.0,861.5,1
74,1683,1683,2225.0,711.0,207.0,438.0,438.0,207.0,1
74,955,955,2356.5,5.0,70.0,643.0,643.0,70.0,1
75,2100,2100,5.0,5.0,1490.0,730.0,1490.0,730.0,0
75,1733,1733,5.0,735.0,2220.0,474.0,2220.0,474.0,0
75,2265,2265,1495.0,5.0,861.5,706.0,706.0,861.5,1
75,1170,1170,2225.0,711.0,164.0,503.0,164.0,503.0,0
75,932,932,2356.5,5.0,60.0,679.0,679.0,60.0,1
76,210,210,5.0,5.0,2005.0,539.0,2005.0,539.0,0
76,2328,2328,5.0,544.0,1796.0,600.0,1796.0,600.0,0
76,690,690,1801.0,544.0,628.0,640.0,640.0,628.0,1
76,366,366,2010.0,5.0,421.0,531.0,421.0,531.0,0
76,773,773,5.0,1144.0,1710.0,70.0,1710.0,70.0,0
77,2337,2337,5.0,5.0,1796.0,600.0,1796.0,600.0,0
77,2212,2212,5.0,605.0,2220.0,474.0,2220.0,474.0,0
77,181,181,1801.0,5.0,564.0,559.0,564.0,559.0,0
78,2208,2208,5.0,5.0,1275.5,844.0,1275.5,844.0,0
78,2816,2816,5.0,849.0,2400.0,360.0,2400.0,360.0,0
78,2777,2777,1280.5,5.0,1142.0,732.0,732.0,1142.0,1
78,2427,2427,1280.5,737.0,900.0,100.0,900.0,100.0,0
79,2278,2278,5.0,5.0,2220.0,474.0,2220.0,474.0,0
79,2359,2359,5.0,479.0,2220.0,474.0,2220.0,474.0,0
79,1308,1308,5.0,953.0,2340.0,242.0,2340.0,242.0,0
79,2316,2316,2225.0,5.0,200.0,939.0,939.0,200.0,1
80,1225,1225,5.0,5.0,1910.0,550.0,1910.0,550.0,0
80,2382,2382,5.0,555.0,2397.0,430.0,2397.0,430.0,0
80,459,459,5.0,985.0,2352.0,230.0,2352.0,230.0,0
80,1974,1974,1915.0,5.0,516.5,541.5,541.5,516.5,1
81,105,105,5.0,5.0,1538.0,675.0,1538.0,675.0,0
81,968,968,5.0,680.0,2040.0,490.0,2040.0,490.0,0
81,8,8,1543.0,5.0,877.5,608.0,608.0,877.5,1
81,220,220,2045.0,613.0,370.0,574.0,370.0,574.0,0
82,1698,1698,5.0,5.0,1860.0,550.0,1860.0,550.0,0
82,2471,2471,5.0,555.0,1849.5,549.0,1849.5,549.0,0
82,288,288,1865.0,5.0,570.0,1210.0,1210.0,570.0,1
82,2312,2312,5.0,1104.0,1626.0,110.0,1626.0,110.0,0
83,2237,2237,5.0,5.0,1299.5,782.0,1299.5,782.0,0
83,641,641,5.0,787.0,2321.0,407.0,2321.0,407.0,0
83,1234,1234,1304.5,5.0,1005.0,762.0,762.0,1005.0,1
83,1835,1835,2326.0,5.0,90.0,1180.0,90.0,1180.0,0
84,2119,2119,5.0,5.0,1538.0,655.0,1538.0,655.0,0
84,2122,2122,5.0,660.0,1874.0,537.0,1874.0,537.0,0
84,501,501,1879.0,5.0,553.0,1164.0,1164.0,553.0,1
84,361,361,1543.0,5.0,330.0,642.0,642.0,330.0,1
85,1472,1472,5.0,5.0,1504.5,664.0,1504.5,664.0,0
85,1652,1652,5.0,669.0,2040.0,454.0,2040.0,454.0,0
85,368,368,1509.5,5.0,895.0,603.0,895.0,603.0,0
85,1033,1033,2045.0,608.0,370.0,574.0,370.0,574.0,0
85,543,543,5.0,1123.0,1634.0,70.0,1634.0,70.0,0
85,1954,1954,1639.0,1123.0,383.0,70.0,383.0,70.0,0
86,2139,2139,5.0,5.0,1810.0,550.0,1810.0,550.0,0
86,1041,1041,5.0,555.0,1650.0,580.0,1650.0,580.0,0
86,1100,1100,1815.0,5.0,620.0,1204.0,1204.0,620.0,1
86,1351,1351,5.0,1135.0,1664.0,70.0,1664.0,70.0,0
86,1376,1376,1669.0,555.0,125.5,640.0,125.5,640.0,0
87,1569,1569,5.0,5.0,1291.5,766.5,1291.5,766.5,0
87,1332,1332,5.0,771.5,2353.0,380.0,2353.0,380.0,0
87,1582,1582,1296.5,5.0,996.0,725.0,725.0,996.0,1
88,545,545,5.0,5.0,1395.0,698.0,1395.0,698.0,0
88,2070,2070,5.0,703.0,2353.0,380.0,2353.0,380.0,0
88,2519,2519,1400.0,5.0,975.0,664.0,975.0,664.0,0
89,695,695,5.0,5.0,1671.0,570.0,1671.0,570.0,0
89,1751,1751,5.0,575.0,1650.0,554.0,1650.0,554.0,0
89,184,184,1676.0,5.0,732.0,1190.0,1190.0,732.0,1
89,836,836,5.0,1129.0,1600.0,75.0,1600.0,75.0,0
90,2760,2760,5.0,5.0,1335.0,700.0,1335.0,700.0,0
90,2076,2076,5.0,705.0,2000.0,442.0,2000.0,442.0,0
90,2431,2431,1340.0,5.0,1044.0,655.0,1044.0,655.0,0
90,1184,1184,2005.0,660.0,427.1,543.0,427.1,543.0,0
90,1591,1591,5.0,1147.0,1322.0,60.0,1322.0,60.0,0
90,885,885,1327.0,1147.0,643.0,60.0,643.0,60.0,0
91,674,674,5.0,5.0,1340.0,675.0,1340.0,675.0,0
91,1383,1383,5.0,680.0,2353.0,370.0,2353.0,370.0,0
91,1674,1674,1345.0,5.0,1044.0,629.0,1044.0,629.0,0
91,1519,1519,5.0,1050.0,2200.0,160.0,2200.0,160.0,0
91,2544,2544,2358.0,634.0,60.0,564.0,564.0,60.0,1
92,1893,1893,5.0,5.0,1650.0,540.0,1650.0,540.0,0
92,10,10,5.0,545.0,1576.0,550.0,1576.0,550.0,0
92,2631,2631,1655.0,5.0,733.5,1155.5,1155.5,733.5,1
93,1620,1620,5.0,5.0,1576.0,550.0,1576.0,550.0,0
93,1724,1724,5.0,555.0,1900.0,454.0,1900.0,454.0,0
93,1005,1005,1905.0,5.0,494.0,1149.5,1149.5,494.0,1
93,2714,2714,1581.0,5.0,310.7,542.5,310.7,542.5,0
94,2081,2081,5.0,5.0,1900.0,454.0,1900.0,454.0,0
94,2708,2708,5.0,459.0,2353.0,364.0,2353.0,364.0,0
94,185,185,5.0,823.0,2295.0,364.0,2295.0,364.0,0
94,1934,1934,1905.0,5.0,523.0,454.0,454.0,523.0,1
94,1465,1465,2358.0,459.0,60.0,727.0,727.0,60.0,1
95,2008,2008,5.0,5.0,983.0,868.5,983.0,868.5,0
95,273,273,988.0,5.0,982.0,869.0,982.0,869.0,0
95,1282,1282,1970.0,5.0,450.0,1180.0,450.0,1180.0,0
95,533,533,5.0,873.5,975.0,330.0,975.0,330.0,0
96,1448,1448,5.0,5.0,1468.0,580.0,1468.0,580.0,0
96,802,802,5.0,585.0,2295.0,364.0,2295.0,364.0,0
96,2523,2523,5.0,949.0,2357.0,239.0,2357.0,239.0,0
96,2018,2018,1473.0,5.0,962.0,568.0,962.0,568.0,0
96,1594,1594,2362.0,573.0,70.0,509.0,509.0,70.0,1
97,2302,2302,5.0,5.0,1258.5,671.0,1258.5,671.0,0
97,1392,1392,5.0,676.0,2295.0,364.0,2295.0,364.0,0
97,1959,1959,1263.5,5.0,1150.0,600.0,600.0,1150.0,1
97,1066,1066,5.0,1040.0,2348.0,170.0,2348.0,170.0,0
97,2197,2197,1263.5,605.0,1007.0,60.0,1007.0,60.0,0
97,2172,2172,2300.0,605.0,110.0,330.0,110.0,330.0,0
98,1514,1514,5.0,5.0,2295.0,364.0,2295.0,364.0,0
98,1530,1530,5.0,369.0,2295.0,364.0,2295.0,364.0,0
98,2778,2778,5.0,733.0,2295.0,364.0,2295.0,364.0,0
99,1197,1197,5.0,5.0,1487.0,560.0,1487.0,560.0,0
99,1227,1227,5.0,565.0,1634.0,509.0,1634.0,509.0,0
99,2370,2370,1639.0,5.0,634.0,1204.0,1204.0,634.0,1
100,132,132,5.0,5.0,1534.0,541.0,1534.0,541.0,0
100,1223,1223,5.0,546.0,1534.0,541.0,1534.0,541.0,0
100,1996,1996,1539.0,5.0,868.5,909.5,909.5,868.5,1
100,205,205,1539.0,914.5,870.0,300.0,870.0,300.0,0
100,1371,1371,5.0,1087.0,1045.5,123.5,123.5,1045.5,1
100,27,27,1050.5,1087.0,440.0,120.0,440.0,120.0,0
101,476,476,5.0,5.0,1247.0,665.5,1247.0,665.5,0
101,1209,1209,5.0,670.5,1629.0,508.0,1629.0,508.0,0
101,1905,1905,1252.0,5.0,1140.0,585.0,1140.0,585.0,0
101,751,751,1634.0,590.0,776.5,613.5,613.5,776.5,1
101,774,774,1252.0,590.0,344.8,70.0,344.8,70.0,0
