case,seed,LB_area,N_board_baseline,N_board_baseline_gap_to_LB,N_board_delta,N_board_main,N_board_main_gap_to_LB,N_board_main_vs_baseline,N_board_ref,N_board_ref_gap_to_LB,U_avg_excl_last_delta,U_avg_excl_last_main,U_avg_excl_last_ref,U_global_baseline,U_global_delta,U_global_main,U_global_main_vs_baseline,U_global_ref,runtime_s_baseline,runtime_s_delta,runtime_s_main,runtime_s_ref,variant_baseline,variant_main,variant_ref,suite,case_id,family,source,csv_path,n_items,suite_runtime_s
regression_tagguided_soft_xlsx2_20260317__data6,1000,142,151,9.0,1.0,154,12.0,3.0,153,11.0,-0.0012675328345592707,0.9144202313797507,0.91568776421431,0.927423276761926,-0.005943507121256686,0.9093565895522778,-0.018066687209648213,0.9153000966735345,1.7510945,-441.6072370999998,776.0468093000002,1217.6540464,baseline_greedy,rh_mcts_main,rh_mcts_ref,regression_tagguided_soft_xlsx2_20260317,data6,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data6.csv,1114,1996.651566
regression_tagguided_soft_xlsx2_20260317__data3,1000,160,175,15.0,0.0,177,17.0,2.0,177,17.0,0.0014255488657741733,0.8941943759963414,0.8927688271305673,0.8995295678005144,1.1102230246251565e-16,0.8893653918931639,-0.010164175907350526,0.8893653918931638,2.1096105,-380.88038429999983,833.7753651000003,1214.6557494,baseline_greedy,rh_mcts_main,rh_mcts_ref,regression_tagguided_soft_xlsx2_20260317,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,2050.889082
