uid,step
918,1
1356,2
1064,3
1289,4
694,5
240,6
1439,7
1518,8
449,9
698,10
1420,11
899,12
883,13
1295,14
47,15
97,16
873,17
1147,18
1169,19
1197,20
1590,21
189,22
1078,23
1353,24
425,25
609,26
970,27
1014,28
1143,29
244,30
1358,31
1104,32
409,33
829,34
296,35
745,36
1227,37
1608,38
1063,39
636,40
952,41
1020,42
1103,43
1315,44
233,45
1489,46
587,47
1426,48
1597,49
749,50
1442,51
1237,52
71,53
565,54
666,55
1204,56
1592,57
1179,58
1201,59
1362,60
1459,61
433,62
817,63
275,64
945,65
838,66
6,67
520,68
1093,69
1499,70
1378,71
222,72
659,73
867,74
908,75
1191,76
1633,77
1131,78
691,79
398,80
445,81
1047,82
1612,83
415,84
432,85
717,86
1357,87
820,88
192,89
243,90
1092,91
1577,92
909,93
1146,94
827,95
1637,96
173,97
1554,98
1010,99
506,100
968,101
280,102
984,103
273,104
794,105
1184,106
348,107
828,108
727,109
880,110
737,111
1249,112
733,113
165,114
389,115
1177,116
615,117
578,118
131,119
474,120
1138,121
1354,122
1516,123
381,124
1578,125
548,126
1622,127
783,128
1360,129
188,130
1537,131
430,132
431,133
1,134
355,135
339,136
707,137
630,138
281,139
309,140
394,141
876,142
544,143
1422,144
1394,145
1059,146
1277,147
1336,148
512,149
28,150
35,151
98,152
1118,153
1545,154
1345,155
44,156
777,157
966,158
1520,159
1513,160
1009,161
1547,162
292,163
395,164
775,165
127,166
1505,167
416,168
1539,169
975,170
1528,171
901,172
64,173
495,174
135,175
913,176
1140,177
1555,178
66,179
335,180
653,181
726,182
1502,183
1530,184
1564,185
941,186
10,187
288,188
467,189
652,190
998,191
1562,192
1188,193
752,194
1460,195
633,196
919,197
18,198
1305,199
60,200
1234,201
63,202
1286,203
453,204
174,205
158,206
956,207
634,208
144,209
596,210
1105,211
1646,212
1203,213
1418,214
875,215
48,216
1096,217
1226,218
91,219
1255,220
168,221
251,222
1236,223
1328,224
247,225
1251,226
382,227
808,228
504,229
1275,230
254,231
1113,232
751,233
964,234
510,235
680,236
542,237
774,238
187,239
238,240
1452,241
235,242
1182,243
304,244
921,245
195,246
1106,247
145,248
812,249
864,250
1588,251
911,252
1351,253
1572,254
406,255
1186,256
268,257
367,258
848,259
92,260
689,261
42,262
695,263
175,264
716,265
134,266
1060,267
1283,268
1619,269
517,270
960,271
976,272
1065,273
1421,274
413,275
1369,276
1573,277
882,278
59,279
84,280
