case_id,family,status,elapsed_s,out_case_dir,n_rows
cgcut1,cgcut,completed,4.986625,D:\桌面\CXP\20260311 (2)\20260311\outputs\paper_external_smoke_20260315\paper_external_smoke_20260315__cgcut1,3
