case,variant,seed,N_input,N_board,part_area_sum,board_area_effective,LB_area,N_board_gap_to_LB,U_avg,U_avg_excl_last,U_avg_excl_last2,U_global,U_last,U_worst_excl_last,U_best_board,U_worst_board,last2_used_equiv,sparse_board_count,tail_waste_area,runtime_s,baseline_seed_injected,board_area_sum,coarse_fit_cache_entries,coarse_fit_cache_hits,coarse_fit_cache_misses,commit_combo_rounds,commit_force_rounds,commit_rounds,commit_steps,decode_cache_entries,decode_cache_hits,decode_cache_misses,elite_archive_size,global_pattern_attempts,global_pattern_backend,global_pattern_boards_saved,global_pattern_hint_patterns,global_pattern_improvements,global_pattern_master_status,global_pattern_memory_injected,global_pattern_memory_patterns,global_pattern_memory_relevant,global_pattern_memory_selected,global_pattern_patterns_generated,global_pattern_patterns_kept,layout_harvest_layouts,macro_actions_generated,macro_anchor_actions,macro_cache_entries,macro_cache_hits,macro_memory_fallback_hits,macro_memory_focus_hits,macro_pattern_actions,macro_rollout_steps,macro_single_actions,macro_tail_actions,micro_cache_entries,micro_cache_hits,micro_cache_misses,n_parts_sum,post_mcts_reserve_s,post_repair_alns_updates,post_repair_attempts,post_repair_backend,post_repair_best_window_start,post_repair_boards_saved,post_repair_cp_sat_used,post_repair_dynamic_expansions,post_repair_hint_patterns,post_repair_improvements,post_repair_master_status,post_repair_patterns_generated,post_repair_patterns_kept,post_repair_tail_strike_windows,post_repair_time_s,post_repair_window_normalizations,post_repair_windows_total,region_best_span,region_best_start_idx,region_nodes_expanded,region_proposals_total,region_rebuild_attempts,region_rebuild_improvements,region_time_s,repair_attempts,repair_best_from_elite_rank,repair_improvements,repair_nodes_expanded,repair_time_s,result_source,rollout_cache_entries,rollout_cache_hits,rollout_cache_misses,root_dirichlet_applications,sa_lns_accepts,sa_lns_attempts,sa_lns_improvements,sa_lns_time_s,seed_rollout_cache_hits,simulations,solver_timeout_hit,tail_boards_cleared,tail_collapse_attempts,tail_collapse_improvements,used_area_sum,warmstart_cache_states,warmstart_candidates_generated,warmstart_candidates_kept,warmstart_capped,waste_area_sum
data1_formal_macro_v4_20260315,rh_mcts_ref,1000,2819,343,936549313.3999997,2940300.0,319,24.0,0.9172482096727814,0.919167230873924,0.9190920970657936,0.9172482096727812,0.26094295888202096,0.7133613276001075,0.9813914270357431,0.26094295888202096,1.2057308183284063,1,2200025.0,1393.6594608999999,1.0,1021042400.0,3941307.0,201378917.0,3941307.0,0.0,0.0,1.0,0.0,528595.0,577782.0,528595.0,8.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,31864.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6833181.0,119375542.0,6833181.0,2819,45.0,0.0,3.0,cp_sat,-1.0,0.0,3.0,0.0,193.0,0.0,UNCOVERED,2478.0,900.0,0.0,7.330515500000047,0.0,23.0,379.0,2440.0,3017.0,12.0,12.0,20.0,58.29812919999995,18.0,1.0,25.0,3251.0,115.3048987000002,post_pipeline,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0051379999999880965,1.0,12.0,1.0,0.0,3.0,0.0,936549313.3999997,31852.0,25.0,8.0,0.0,84493086.6
