suite,ordinal,case_id,family,source,csv_path,n_items,board_w,board_h,allow_rot
regression_tagguided_soft_i1_20260317,1,I1_parts,industrial_cases,industrial_cases,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_cases\I1_parts.csv,564,,,
