uid,step
23,1
1,2
15,3
14,4
13,5
8,6
20,7
16,8
10,9
22,10
21,11
28,12
11,13
4,14
19,15
2,16
9,17
3,18
24,19
30,20
27,21
29,22
12,23
5,24
18,25
25,26
7,27
6,28
17,29
26,30
