case,seed,LB_area,N_board_baseline,N_board_baseline_gap_to_LB,N_board_delta,N_board_main,N_board_main_gap_to_LB,N_board_main_vs_baseline,N_board_ref,N_board_ref_gap_to_LB,U_avg_excl_last_delta,U_avg_excl_last_main,U_avg_excl_last_ref,U_global_baseline,U_global_delta,U_global_main,U_global_main_vs_baseline,U_global_ref,runtime_s_baseline,runtime_s_delta,runtime_s_main,runtime_s_ref,variant_baseline,variant_main,variant_ref,suite,case_id,family,source,csv_path,n_items,suite_runtime_s
prefix_beam_short_industrial_xlsx6_20260318__data3,1000,160,175,15.0,-3.0,174,14.0,-1.0,177,17.0,0.015581453672964596,0.9083502808035319,0.8927688271305673,0.8995295678005144,0.015333886067123714,0.9046992779602875,0.005169710159773078,0.8893653918931638,2.4512967000000003,-286.0696235999999,245.85535820000007,531.9249818,baseline_greedy,rh_mcts_prefix_beam,rh_mcts_ref,prefix_beam_short_industrial_xlsx6_20260318,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,781.446078
prefix_beam_short_industrial_xlsx6_20260318__data6,1000,142,151,9.0,-2.0,151,9.0,0.0,153,11.0,0.015520255919166726,0.9312080201334767,0.91568776421431,0.927423276761926,0.012123180088391527,0.927423276761926,0.0,0.9153000966735345,2.0519456,-437.65358760000015,191.23014749999993,628.8837351000001,baseline_greedy,rh_mcts_prefix_beam,rh_mcts_ref,prefix_beam_short_industrial_xlsx6_20260318,data6,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data6.csv,1114,823.195901
prefix_beam_short_industrial_xlsx6_20260318__data5,1000,185,199,14.0,-3.0,198,13.0,-1.0,201,16.0,0.011560803908090667,0.9219284035116918,0.9103675996036011,0.9157784152217688,0.01373736654825386,0.92040355873299,0.004625143511221119,0.9066661921847361,8.071537900000067,-361.4927712,443.79155719999994,805.2843283999999,baseline_greedy,rh_mcts_prefix_beam,rh_mcts_ref,prefix_beam_short_industrial_xlsx6_20260318,data5,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data5.csv,1649,1258.954048
prefix_beam_short_industrial_xlsx6_20260318__data4,1000,231,239,8.0,-3.0,239,8.0,0.0,242,11.0,0.01092528752215527,0.9534974257507357,0.9425721382285804,0.9523005898333442,0.01180537921281044,0.9523005898333446,4.440892098500626e-16,0.9404952106205342,6.757466399999998,-610.4992351999999,642.8015516,1253.3007868,baseline_greedy,rh_mcts_prefix_beam,rh_mcts_ref,prefix_beam_short_industrial_xlsx6_20260318,data4,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data4.csv,2109,1904.604159
prefix_beam_short_industrial_xlsx6_20260318__data2,1000,353,392,39.0,-4.0,392,39.0,0.0,396,43.0,0.008019314246800469,0.8885257983993523,0.8805064841525518,0.8873994779869079,0.008963631090776802,0.8873994779869081,2.220446049250313e-16,0.8784358468961313,21.482639300000073,-1255.4841432000007,688.5432841999996,1944.0274274000003,baseline_greedy,rh_mcts_prefix_beam,rh_mcts_ref,prefix_beam_short_industrial_xlsx6_20260318,data2,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data2.csv,2429,2656.01867
prefix_beam_short_industrial_xlsx6_20260318__data1,1000,319,343,24.0,-8.0,342,23.0,-1.0,350,31.0,0.018887157085938244,0.9202050328995848,0.9013178758136465,0.9172482096727811,0.021026976502440564,0.919930221981766,0.0026820123089849046,0.8989032454793254,18.23725229999991,-1520.7276582000004,577.2346514999999,2097.9623097000003,baseline_greedy,rh_mcts_prefix_beam,rh_mcts_ref,prefix_beam_short_industrial_xlsx6_20260318,data1,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data1.csv,2819,2694.316325
