experiment,suite,exp_name,case_id,family,source,csv_path,n_items
external,public_compatible,paper_external_smoke2_20260315,cgcut1,cgcut,public_binpacktwo,D:\桌面\CXP\20260311 (2)\20260311\data\public_binpacktwo\instances\cgcut1.csv,16
