case_id,family,seed,LB_area,n_items,N_board_PureGreedy,gap_to_lb_pct_PureGreedy,U_global_PureGreedy,runtime_s_PureGreedy,N_board_BaselineSA,gap_to_lb_pct_BaselineSA,U_global_BaselineSA,runtime_s_BaselineSA,N_board_OursFull,gap_to_lb_pct_OursFull,U_global_OursFull,runtime_s_OursFull
cgcut1,cgcut,1000,2,16,2,0.0,0.75,0.005640499999999993,2,0.0,0.75,1.1614060999999998,2,0.0,0.75,2.8387314999999997
