case,seed,LB_area,N_board_baseline,N_board_baseline_gap_to_LB,N_board_delta,N_board_main,N_board_main_gap_to_LB,N_board_main_vs_baseline,N_board_ref,N_board_ref_gap_to_LB,U_avg_excl_last_delta,U_avg_excl_last_main,U_avg_excl_last_ref,U_global_baseline,U_global_delta,U_global_main,U_global_main_vs_baseline,U_global_ref,runtime_s_baseline,runtime_s_delta,runtime_s_main,runtime_s_ref,variant_baseline,variant_main,variant_ref
generalization_public_1seed_300s__gcut3,1000,7,8,1.0,0.0,8,1.0,0.0,8,1.0,0.004907428571428563,0.9142788571428572,0.9093714285714286,0.815302,0.0,0.815302,0.0,0.815302,0.08810399999993024,-295.7073257999998,1.8310183000000961,297.5383440999999,baseline_greedy,rh_mcts_prefix_beam,rh_mcts_ref
