suite,ordinal,case_id,family,source,csv_path,n_items,status,started_s,elapsed_s,comparison_rows,has_comparison_table,out_case_dir,error
public_casejobs_smoke_20260315,1,cgcut1,cgcut,public_binpacktwo,D:\桌面\CXP\20260311 (2)\20260311\data\public_binpacktwo\instances\cgcut1.csv,16,completed,0.351974,7.556345,1,1,D:\桌面\CXP\20260311 (2)\20260311\outputs\public_casejobs_smoke_20260315\public_casejobs_smoke_20260315__cgcut1,
public_casejobs_smoke_20260315,2,gcut1,gcut,public_binpacktwo,D:\桌面\CXP\20260311 (2)\20260311\data\public_binpacktwo\instances\gcut1.csv,10,completed,0.353116,7.545806,1,1,D:\桌面\CXP\20260311 (2)\20260311\outputs\public_casejobs_smoke_20260315\public_casejobs_smoke_20260315__gcut1,
