experiment,suite,exp_name,case_id,family,source,csv_path,n_items
sensitivity,industrial_xlsx6,paper_sensitivity_data3,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234
