case,variant,seed,N_input,N_board,part_area_sum,board_area_effective,LB_area,N_board_gap_to_LB,U_avg,U_avg_excl_last,U_avg_excl_last2,U_global,U_last,U_worst_excl_last,U_best_board,U_worst_board,last2_used_equiv,sparse_board_count,tail_waste_area,runtime_s,baseline_seed_injected,board_area_sum,coarse_fit_cache_entries,coarse_fit_cache_hits,coarse_fit_cache_misses,commit_combo_rounds,commit_force_rounds,commit_rounds,commit_steps,decode_cache_entries,decode_cache_hits,decode_cache_misses,elite_archive_size,global_pattern_attempts,global_pattern_backend,global_pattern_boards_saved,global_pattern_improvements,global_pattern_master_status,global_pattern_memory_patterns,global_pattern_patterns_generated,global_pattern_patterns_kept,layout_harvest_layouts,macro_cache_entries,macro_cache_hits,micro_cache_entries,micro_cache_hits,micro_cache_misses,n_parts_sum,post_mcts_reserve_s,post_repair_alns_updates,post_repair_attempts,post_repair_backend,post_repair_best_window_start,post_repair_boards_saved,post_repair_cp_sat_used,post_repair_dynamic_expansions,post_repair_improvements,post_repair_master_status,post_repair_patterns_generated,post_repair_patterns_kept,post_repair_tail_strike_windows,post_repair_time_s,post_repair_windows_total,region_best_span,region_best_start_idx,region_nodes_expanded,region_proposals_total,region_rebuild_attempts,region_rebuild_improvements,region_time_s,repair_attempts,repair_best_from_elite_rank,repair_improvements,repair_nodes_expanded,repair_time_s,rollout_cache_entries,rollout_cache_hits,rollout_cache_misses,root_dirichlet_applications,sa_lns_accepts,sa_lns_attempts,sa_lns_improvements,sa_lns_time_s,seed_rollout_cache_hits,simulations,solver_timeout_hit,tail_boards_cleared,tail_collapse_attempts,tail_collapse_improvements,used_area_sum,warmstart_cache_states,warmstart_candidates_generated,warmstart_candidates_kept,warmstart_capped,waste_area_sum
data1_formal_nuclear_alns_20260313,rh_mcts_main,1000,2819,343,936549313.3999997,2940300.0,319,24.0,0.9172482096727814,0.9190368543539826,0.9191850361761453,0.9172482096727812,0.3055317287019618,0.7133613276001075,0.9820868046224134,0.3055317287019618,1.1740385816984682,1,2067293.15,1948.5804011,1.0,1021042400.0,3816892.0,197650161.0,3816892.0,0.0,0.0,1.0,0.0,578798.0,793199.0,578798.0,8.0,1.0,cp_sat,0.0,0.0,UNCOVERED,4694.0,26311.0,6000.0,50.0,58912.0,1.0,8796466.0,129675276.0,8796466.0,2819,45.0,6.0,6.0,cp_sat,2391.0,0.0,7.0,0.0,1.0,drop:OPTIMAL,5858.0,3483.0,3.0,296.3359388000001,28.0,379.0,2440.0,3046.0,12.0,12.0,16.0,66.96645669999998,21.0,1.0,23.0,3488.0,403.3225466000001,96.0,0.0,96.0,1.0,0.0,0.0,0.0,0.005448699999988094,1.0,12.0,1.0,0.0,3.0,0.0,936549313.3999997,58900.0,65.0,8.0,0.0,84493086.6
