board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,670,670,5.0,5.0,2420.0,370.0,2420.0,370.0,0
1,42,42,5.0,375.0,2420.0,364.0,2420.0,364.0,0
1,246,246,5.0,739.0,2420.0,364.0,2420.0,364.0,0
1,47,47,5.0,1103.0,2400.0,100.0,2400.0,100.0,0
2,30,30,5.0,5.0,2400.0,300.0,2400.0,300.0,0
2,602,602,5.0,305.0,2376.0,620.0,2376.0,620.0,0
2,50,50,5.0,925.0,550.0,92.0,550.0,92.0,0
2,337,337,555.0,925.0,1413.0,273.0,1413.0,273.0,0
2,571,571,1968.0,925.0,420.0,279.0,420.0,279.0,0
2,220,220,5.0,1017.0,542.0,152.5,152.5,542.0,1
3,516,516,5.0,5.0,2326.0,575.0,2326.0,575.0,0
3,1164,1164,5.0,580.0,2326.0,575.0,2326.0,575.0,0
3,1005,1005,5.0,1155.0,1704.0,60.0,1704.0,60.0,0
3,51,51,2331.0,5.0,70.0,1009.0,1009.0,70.0,1
3,873,873,1709.0,1155.0,443.0,60.0,443.0,60.0,0
4,756,756,5.0,5.0,1864.5,924.0,1864.5,924.0,0
4,141,141,1869.5,5.0,543.0,1009.0,1009.0,543.0,1
4,1178,1178,5.0,929.0,1680.0,250.5,1680.0,250.5,0
4,480,480,1685.0,1014.0,732.0,200.0,200.0,732.0,1
5,973,973,5.0,5.0,1833.0,800.0,1833.0,800.0,0
5,672,672,5.0,805.0,2375.0,380.0,2375.0,380.0,0
5,45,45,1838.0,5.0,574.0,800.0,800.0,574.0,1
6,310,310,5.0,5.0,1897.0,762.0,1897.0,762.0,0
6,1175,1175,5.0,767.0,2350.0,442.0,2350.0,442.0,0
6,673,673,1902.0,5.0,519.0,732.5,732.5,519.0,1
6,875,875,2355.0,737.5,70.0,435.0,435.0,70.0,1
7,526,526,5.0,5.0,1775.0,753.0,1775.0,753.0,0
7,434,434,5.0,758.0,2363.0,449.0,2363.0,449.0,0
7,205,205,1780.0,5.0,655.0,733.0,655.0,733.0,0
7,726,726,2368.0,738.0,60.0,477.0,477.0,60.0,1
8,490,490,5.0,5.0,1301.0,975.0,1301.0,975.0,0
8,842,842,1306.0,5.0,586.0,943.0,943.0,586.0,1
8,105,105,1892.0,5.0,543.0,1009.0,1009.0,543.0,1
8,319,319,5.0,1014.0,2260.0,184.0,2260.0,184.0,0
9,597,597,5.0,5.0,1264.0,997.0,1264.0,997.0,0
9,91,91,1269.0,5.0,553.0,989.0,989.0,553.0,1
9,156,156,1822.0,5.0,553.0,989.0,989.0,553.0,1
9,1183,1183,5.0,1002.0,2260.0,184.0,2260.0,184.0,0
9,201,201,2375.0,5.0,60.0,941.0,941.0,60.0,1
10,465,465,5.0,5.0,1555.5,804.0,1555.5,804.0,0
10,557,557,5.0,809.0,2414.0,370.0,2414.0,370.0,0
10,734,734,1560.5,5.0,857.5,795.0,795.0,857.5,1
11,231,231,5.0,5.0,2400.0,520.0,2400.0,520.0,0
11,994,994,5.0,525.0,1785.0,680.0,1785.0,680.0,0
11,117,117,1790.0,525.0,624.0,648.0,624.0,648.0,0
12,644,644,5.0,5.0,1945.0,620.0,1945.0,620.0,0
12,39,39,5.0,625.0,2340.0,514.0,2340.0,514.0,0
12,683,683,1950.0,5.0,476.0,586.0,476.0,586.0,0
12,122,122,5.0,1139.0,2243.0,70.0,2243.0,70.0,0
12,870,870,2345.0,591.0,70.0,624.0,624.0,70.0,1
13,113,113,5.0,5.0,2340.0,514.0,2340.0,514.0,0
13,263,263,5.0,519.0,2340.0,514.0,2340.0,514.0,0
13,329,329,5.0,1033.0,2114.0,180.0,2114.0,180.0,0
13,999,999,2345.0,5.0,70.0,1060.0,1060.0,70.0,1
13,53,53,2119.0,1065.0,300.0,70.0,70.0,300.0,1
13,800,800,2119.0,1135.0,300.0,70.0,70.0,300.0,1
14,311,311,5.0,5.0,2340.0,514.0,2340.0,514.0,0
14,494,494,5.0,519.0,2340.0,514.0,2340.0,514.0,0
15,583,583,5.0,5.0,2340.0,514.0,2340.0,514.0,0
15,852,852,5.0,519.0,2340.0,514.0,2340.0,514.0,0
16,178,178,5.0,5.0,2114.0,561.0,2114.0,561.0,0
16,1113,1113,5.0,566.0,2114.0,561.0,2114.0,561.0,0
16,186,186,2119.0,5.0,302.0,1028.5,1028.5,302.0,1
16,801,801,5.0,1127.0,1732.0,70.0,1732.0,70.0,0
16,1071,1071,1737.0,1127.0,412.0,70.0,412.0,70.0,0
17,188,188,5.0,5.0,2055.0,573.0,2055.0,573.0,0
17,1053,1053,5.0,578.0,2090.0,560.0,2090.0,560.0,0
17,255,255,2095.0,5.0,302.0,1028.5,1028.5,302.0,1
17,125,125,5.0,1138.0,889.0,70.0,889.0,70.0,0
17,786,786,894.0,1138.0,880.0,70.0,880.0,70.0,0
17,52,52,1774.0,1138.0,400.0,70.0,400.0,70.0,0
18,142,142,5.0,5.0,2150.0,544.0,2150.0,544.0,0
18,976,976,5.0,549.0,2150.0,544.0,2150.0,544.0,0
18,384,384,2155.0,5.0,272.0,938.0,938.0,272.0,1
18,1140,1140,5.0,1093.0,2400.0,100.0,2400.0,100.0,0
19,1173,1173,5.0,5.0,2150.0,544.0,2150.0,544.0,0
19,838,838,5.0,549.0,1945.0,600.0,1945.0,600.0,0
19,194,194,1950.0,549.0,445.0,604.0,445.0,604.0,0
19,103,103,2155.0,5.0,279.0,419.5,419.5,279.0,1
19,727,727,5.0,1149.0,1704.0,60.0,1704.0,60.0,0
20,618,618,5.0,5.0,2045.0,570.0,2045.0,570.0,0
20,82,82,5.0,575.0,2090.0,554.0,2090.0,554.0,0
20,1228,1228,2095.0,5.0,302.0,1028.5,1028.5,302.0,1
21,260,260,5.0,5.0,2090.0,554.0,2090.0,554.0,0
21,423,423,5.0,559.0,2090.0,554.0,2090.0,554.0,0
21,344,344,2095.0,5.0,331.0,934.0,934.0,331.0,1
21,729,729,5.0,1113.0,2400.0,100.0,2400.0,100.0,0
21,433,433,2095.0,939.0,337.0,161.5,161.5,337.0,1
22,675,675,5.0,5.0,2090.0,554.0,2090.0,554.0,0
22,832,832,5.0,559.0,2090.0,554.0,2090.0,554.0,0
22,594,594,2095.0,5.0,331.0,918.5,918.5,331.0,1
22,779,779,5.0,1113.0,2400.0,100.0,2400.0,100.0,0
22,313,313,2095.0,923.5,317.0,161.5,161.5,317.0,1
23,1098,1098,5.0,5.0,2090.0,554.0,2090.0,554.0,0
23,1115,1115,5.0,559.0,2090.0,554.0,2090.0,554.0,0
23,967,967,2095.0,5.0,300.0,990.0,990.0,300.0,1
23,799,799,5.0,1113.0,2400.0,100.0,2400.0,100.0,0
24,1190,1190,5.0,5.0,2090.0,554.0,2090.0,554.0,0
24,1233,1233,5.0,559.0,2090.0,554.0,2090.0,554.0,0
24,155,155,2095.0,5.0,330.0,895.0,895.0,330.0,1
24,867,867,5.0,1113.0,2400.0,100.0,2400.0,100.0,0
25,714,714,5.0,5.0,2055.0,563.0,2055.0,563.0,0
25,287,287,5.0,568.0,2055.0,560.0,2055.0,560.0,0
25,1116,1116,2060.0,5.0,349.0,982.0,982.0,349.0,1
25,678,678,2060.0,987.0,345.0,225.0,225.0,345.0,1
25,1217,1217,5.0,1128.0,989.0,70.0,989.0,70.0,0
25,1069,1069,994.0,1128.0,957.0,70.0,957.0,70.0,0
26,43,43,5.0,5.0,1775.0,650.0,1775.0,650.0,0
26,453,453,5.0,655.0,2045.0,560.0,2045.0,560.0,0
26,371,371,1780.0,5.0,620.0,576.0,576.0,620.0,1
26,189,189,2050.0,581.0,382.0,600.0,600.0,382.0,1
27,1057,1057,5.0,5.0,1419.0,813.0,1419.0,813.0,0
27,436,436,5.0,818.0,2420.0,364.0,2420.0,364.0,0
27,845,845,1424.0,5.0,934.0,813.0,813.0,934.0,1
27,876,876,2358.0,5.0,70.0,813.0,813.0,70.0,1
28,1163,1163,5.0,5.0,2040.0,560.0,2040.0,560.0,0
28,94,94,5.0,565.0,2055.0,554.0,2055.0,554.0,0
28,1191,1191,2060.0,5.0,349.0,982.0,982.0,349.0,1
28,992,992,2060.0,987.0,345.0,225.0,225.0,345.0,1
28,1150,1150,5.0,1119.0,941.0,70.0,941.0,70.0,0
28,1147,1147,946.0,1119.0,915.0,70.0,915.0,70.0,0
29,849,849,5.0,5.0,2055.0,553.0,2055.0,553.0,0
29,685,685,5.0,558.0,1850.0,610.0,1850.0,610.0,0
29,177,177,1855.0,558.0,562.0,635.0,635.0,562.0,1
29,5,5,2060.0,5.0,369.0,513.0,369.0,513.0,0
30,889,889,5.0,5.0,1850.0,610.0,1850.0,610.0,0
30,747,747,5.0,615.0,2045.0,550.0,2045.0,550.0,0
30,1201,1201,1855.0,5.0,549.0,599.0,599.0,549.0,1
30,450,450,2050.0,604.0,382.0,600.0,600.0,382.0,1
31,139,139,5.0,5.0,2055.0,547.0,2055.0,547.0,0
31,84,84,5.0,552.0,2040.0,550.0,2040.0,550.0,0
31,417,417,2060.0,5.0,358.0,888.0,888.0,358.0,1
31,615,615,2045.0,893.0,316.0,300.0,316.0,300.0,0
31,777,777,5.0,1102.0,908.0,70.0,908.0,70.0,0
31,1209,1209,913.0,1102.0,908.0,70.0,908.0,70.0,0
32,424,424,5.0,5.0,1380.0,814.0,1380.0,814.0,0
32,790,790,5.0,819.0,2420.0,364.0,2420.0,364.0,0
32,215,215,1385.0,5.0,856.5,795.0,795.0,856.5,1
32,333,333,2241.5,5.0,181.0,804.0,804.0,181.0,1
33,1059,1059,5.0,5.0,2040.0,550.0,2040.0,550.0,0
33,88,88,5.0,555.0,1850.0,604.0,1850.0,604.0,0
33,856,856,1855.0,555.0,544.0,655.0,655.0,544.0,1
33,431,431,2045.0,5.0,386.0,536.0,386.0,536.0,0
34,534,534,5.0,5.0,2055.0,543.0,2055.0,543.0,0
34,120,120,5.0,548.0,2045.0,544.0,2045.0,544.0,0
34,486,486,2060.0,5.0,358.0,888.0,888.0,358.0,1
34,661,661,2050.0,893.0,316.0,300.0,316.0,300.0,0
34,947,947,5.0,1092.0,919.0,60.0,919.0,60.0,0
34,1215,1215,5.0,1152.0,919.0,60.0,919.0,60.0,0
34,127,127,924.0,1092.0,753.0,70.0,753.0,70.0,0
