case_id,variant_label,n,N_board_mean,N_board_std,N_board_best,gap_to_lb_pct_mean,gap_to_lb_pct_std,U_global_mean,U_global_std,U_avg_excl_last_mean,U_avg_excl_last_std,runtime_s_mean,runtime_s_std,simulations_mean,simulations_std
data3,rh_mcts_prefix_beam,5,174.0,0.0,174.0,8.75,0.0,0.9046992779602875,0.0,0.9097038349944775,0.0,151.3484692,2.4144531335370116,80.0,0.0
