case_id,family,status,elapsed_s,out_case_dir,n_rows
data3,industrial_xlsx6,completed,756.789747,D:\桌面\CXP\20260311 (2)\20260311\outputs\paper_overnight_formal_v2_20260318\paper_robustness_data3_5seed_900s\paper_robustness_data3_5seed_900s__data3,5
