case,variant,seed,N_input,N_board,part_area_sum,board_area_effective,LB_area,N_board_gap_to_LB,U_avg,U_avg_excl_last,U_avg_excl_last2,U_global,U_last,U_worst_excl_last,U_best_board,U_worst_board,last2_used_equiv,sparse_board_count,tail_waste_area,runtime_s,baseline_order,board_area_sum,decode_cache_entries,decode_cache_hits,decode_cache_misses,main_profile_lb_area,main_profile_n_parts,main_profile_tier,micro_cache_entries,micro_cache_hits,micro_cache_misses,n_parts_sum,solver_kind,used_area_sum,waste_area_sum
public_smoke_status_20260315__cgcut1,baseline_greedy,1000,16,2,225.0,150.0,2,0.0,0.75,0.9866666666666667,0.9866666666666667,0.75,0.5133333333333333,0.9866666666666667,0.9866666666666667,0.5133333333333333,1.5,1,73.0,0.005881000000000025,area_aspect_desc,300.0,16.0,0.0,16.0,2,16,base,26.0,16.0,26.0,16,baseline_greedy,225.0,75.0
