experiment,suite,exp_name,case_id,family,source,csv_path,n_items
robustness,industrial_xlsx6,paper_robustness_data6_5seed_900s,data6,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data6.csv,1114
