label,case,N_board,U_global,U_avg_excl_last,U_last,runtime_s,LB_area,N_board_gap_to_LB
baseline,data1_formal_global_20260313,343,0.9172482096727811,0.9185858783559724,0.4597655200214996,4.0948666000000005,319,24.0
prev_best_main,data1_formal_global_20260313,342,0.9199302219817661,0.9209909634506853,0.5582173810803548,2089.3759485,319,23.0
nuclear_alns_v1,data1_formal_nuclear_alns_20260313,343,0.9172482096727812,0.9190368543539826,0.3055317287019618,1948.5804011,319,24.0
nuclear_alns_v2,data1_formal_nuclear_alns_v2_20260313,343,0.9172482096727812,0.9193030953997463,0.2144772910507928,2024.3458241,319,24.0
