variant,U_avg_excl_last2_pct_mean,U_avg_excl_last2_pct_std,U_avg_excl_last_pct_mean,U_avg_excl_last_pct_std,U_avg_pct_mean,U_avg_pct_std,U_best_board_pct_mean,U_best_board_pct_std,U_global_pct_mean,U_global_pct_std,U_last_pct_mean,U_last_pct_std,U_worst_board_pct_mean,U_worst_board_pct_std,U_worst_excl_last_pct_mean,U_worst_excl_last_pct_std,n
baseline_greedy,89.84444002216172,0.0,89.72531704706877,0.0,88.62572752762206,0.0,97.70095404461166,0.0,88.62572752762206,0.0,11.65446116635313,0.0,11.65446116635313,0.0,69.49657350174684,0.0,1
rh_mcts_ref,90.80450589954472,0.0,90.86438050878485,0.0,89.89180934944523,0.0,97.69344598226283,0.0,89.89180934944521,0.0,22.784399355012095,0.0,22.784399355012095,0.0,76.13353769148078,0.0,1
rh_mcts_beam,90.15717754062791,0.0,90.03341865498989,0.0,89.89180934944523,0.0,96.83536851652782,0.0,89.89180934944521,0.0,80.12076726686375,0.0,66.05119591507659,0.0,66.05119591507659,0.0,1
