case,variant,seed,N_input,N_board,part_area_sum,board_area_effective,LB_area,N_board_gap_to_LB,U_avg,U_avg_excl_last,U_avg_excl_last2,U_global,U_last,U_worst_excl_last,U_best_board,U_worst_board,last2_used_equiv,sparse_board_count,tail_waste_area,runtime_s,baseline_order,board_area_sum,decode_cache_entries,decode_cache_hits,decode_cache_misses,micro_cache_entries,micro_cache_hits,micro_cache_misses,n_parts_sum,solver_kind,used_area_sum,waste_area_sum
industrial_regression_small_20260315__I2_parts,baseline_greedy,1000,563,71,187296130.05,2940300.0,64,7.0,0.886177661474085,0.8958119524321418,0.8971578993491698,0.886177661474085,0.21177729441010482,0.7271133095941951,0.9767404595538833,0.21177729441010482,1.0147189095673206,1,2346381.35,0.415591,area_aspect_desc,211352800.0,563.0,0.0,563.0,27208.0,3858.0,27208.0,563,baseline_greedy,187296130.05,24056669.950000003
