case,variant,seed,N_input,N_board,part_area_sum,board_area_effective,LB_area,N_board_gap_to_LB,U_avg,U_avg_excl_last,U_avg_excl_last2,U_global,U_last,U_worst_excl_last,U_best_board,U_worst_board,last2_used_equiv,sparse_board_count,tail_waste_area,runtime_s,baseline_order,board_area_sum,decode_cache_entries,decode_cache_hits,decode_cache_misses,micro_cache_entries,micro_cache_hits,micro_cache_misses,n_parts_sum,solver_kind,used_area_sum,waste_area_sum
smoke_parallel_check_20260313,baseline_greedy,1000,80,15,35805982.75,2940300.0,13,2.0,0.8018897865717101,0.836447281596729,0.8477524135364769,0.8018897865717101,0.31808485622144583,0.6894805663800053,0.9463366702499328,0.31808485622144583,1.0075654226014512,1,2029925.0,0.030205800000000005,area_aspect_desc,44652000.0,80.0,0.0,80.0,919.0,64.0,919.0,80,baseline_greedy,35805982.75,8846017.25
