board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,392,392,5.0,5.0,450.0,332.0,450.0,332.0,0
1,410,410,5.0,337.0,2350.0,544.0,2350.0,544.0,0
1,301,301,5.0,881.0,2290.0,279.0,2290.0,279.0,0
1,251,251,455.0,5.0,1900.0,324.0,1900.0,324.0,0
1,192,192,2355.0,5.0,70.0,1044.0,1044.0,70.0,1
2,13,13,5.0,5.0,2397.0,812.0,2397.0,812.0,0
2,36,36,5.0,817.0,2295.0,364.0,2295.0,364.0,0
3,4,4,5.0,5.0,2405.0,554.0,2405.0,554.0,0
3,66,66,5.0,559.0,2400.0,580.0,2400.0,580.0,0
3,374,374,5.0,1139.0,2054.0,70.0,2054.0,70.0,0
3,422,422,2059.0,1139.0,315.0,60.0,315.0,60.0,0
4,95,95,5.0,5.0,2400.0,550.0,2400.0,550.0,0
4,302,302,5.0,555.0,2330.0,586.0,2330.0,586.0,0
4,426,426,5.0,1141.0,1614.0,70.0,1614.0,70.0,0
4,314,314,1619.0,1141.0,773.0,70.0,773.0,70.0,0
4,178,178,2335.0,555.0,100.0,509.0,509.0,100.0,1
5,127,127,5.0,5.0,2382.0,544.0,2382.0,544.0,0
5,40,40,5.0,549.0,2382.0,535.0,2382.0,535.0,0
5,397,397,5.0,1084.0,1724.0,120.0,1724.0,120.0,0
5,208,208,1729.0,1084.0,643.0,70.0,643.0,70.0,0
5,508,508,1729.0,1154.0,564.0,60.0,564.0,60.0,0
6,166,166,5.0,5.0,2320.0,554.0,2320.0,554.0,0
6,342,342,5.0,559.0,2321.0,550.0,2321.0,550.0,0
6,219,219,5.0,1109.0,1244.0,70.0,1244.0,70.0,0
6,132,132,1249.0,1109.0,900.0,100.0,900.0,100.0,0
6,210,210,2325.0,5.0,70.0,519.0,519.0,70.0,1
7,294,294,5.0,5.0,2353.0,370.0,2353.0,370.0,0
7,430,430,5.0,375.0,2360.0,536.0,2360.0,536.0,0
7,142,142,5.0,911.0,2320.0,288.0,2320.0,288.0,0
7,222,222,2365.0,5.0,70.0,1089.0,1089.0,70.0,1
8,404,404,5.0,5.0,2352.0,530.0,2352.0,530.0,0
8,439,439,5.0,535.0,2279.0,538.0,2279.0,538.0,0
8,198,198,2284.0,535.0,123.5,569.5,123.5,569.5,0
9,185,185,5.0,5.0,2382.0,405.0,2382.0,405.0,0
9,54,54,5.0,410.0,2352.0,524.0,2352.0,524.0,0
9,296,296,5.0,934.0,2000.0,280.0,2000.0,280.0,0
9,334,334,2005.0,934.0,425.5,279.0,425.5,279.0,0
9,450,450,2357.0,410.0,70.0,416.0,416.0,70.0,1
10,152,152,5.0,5.0,2347.0,479.0,2347.0,479.0,0
10,162,162,5.0,484.0,2040.0,570.0,2040.0,570.0,0
10,209,209,5.0,1054.0,2397.0,146.0,2397.0,146.0,0
10,7,7,2045.0,484.0,373.0,384.0,384.0,373.0,1
10,356,356,2045.0,868.0,319.0,175.5,175.5,319.0,1
11,215,215,5.0,5.0,2040.0,549.0,2040.0,549.0,0
11,311,311,5.0,554.0,2040.0,564.0,2040.0,564.0,0
11,173,173,2045.0,5.0,322.0,706.5,706.5,322.0,1
11,442,442,2045.0,711.5,232.0,485.0,232.0,485.0,0
11,220,220,5.0,1118.0,944.0,70.0,944.0,70.0,0
11,511,511,949.0,1118.0,764.0,79.0,764.0,79.0,0
11,191,191,2367.0,5.0,60.0,1004.0,1004.0,60.0,1
11,130,130,2277.0,711.5,70.0,333.0,333.0,70.0,1
12,15,15,5.0,5.0,2220.0,474.0,2220.0,474.0,0
12,347,347,5.0,479.0,2040.0,454.0,2040.0,454.0,0
12,278,278,5.0,933.0,2340.0,242.0,2340.0,242.0,0
12,233,233,2045.0,479.0,303.0,404.0,404.0,303.0,1
12,516,516,2348.0,5.0,70.0,844.0,844.0,70.0,1
13,76,76,5.0,5.0,2000.0,554.0,2000.0,554.0,0
13,385,385,5.0,559.0,2222.0,350.0,2222.0,350.0,0
13,254,254,5.0,909.0,2220.0,300.0,2220.0,300.0,0
13,318,318,2005.0,5.0,310.7,403.5,310.7,403.5,0
13,484,484,2315.7,5.0,60.0,1164.0,1164.0,60.0,1
14,26,26,5.0,5.0,2090.0,363.0,2090.0,363.0,0
14,160,160,5.0,368.0,2190.0,330.0,2190.0,330.0,0
14,270,270,5.0,698.0,2000.0,354.0,2000.0,354.0,0
14,106,106,5.0,1052.0,2119.0,160.0,2119.0,160.0,0
14,92,92,2195.0,5.0,150.0,1114.0,1114.0,150.0,1
14,179,179,2345.0,5.0,80.0,1209.5,1209.5,80.0,1
14,20,20,2005.0,698.0,182.0,300.0,182.0,300.0,0
15,81,81,5.0,5.0,2100.0,334.0,2100.0,334.0,0
15,176,176,5.0,339.0,2119.0,330.0,2119.0,330.0,0
15,434,434,5.0,669.0,1874.0,537.0,1874.0,537.0,0
15,440,440,1879.0,669.0,549.0,484.0,484.0,549.0,1
15,293,293,2124.0,5.0,293.0,417.0,417.0,293.0,1
15,490,490,2124.0,422.0,273.0,235.0,235.0,273.0,1
15,398,398,1879.0,1153.0,513.0,60.0,513.0,60.0,0
16,521,521,5.0,5.0,2355.0,327.0,2355.0,327.0,0
16,492,492,5.0,332.0,1849.5,549.0,1849.5,549.0,0
16,330,330,5.0,881.0,2090.0,330.0,2090.0,330.0,0
16,388,388,2095.0,332.0,316.0,830.0,830.0,316.0,1
16,545,545,1854.5,332.0,232.0,515.0,232.0,515.0,0
16,315,315,2360.0,5.0,70.0,299.0,299.0,70.0,1
17,464,464,5.0,5.0,2395.0,315.0,2395.0,315.0,0
17,475,475,5.0,320.0,1796.0,600.0,1796.0,600.0,0
17,51,51,5.0,920.0,2271.0,294.0,2271.0,294.0,0
17,144,144,1801.0,320.0,564.0,543.0,564.0,543.0,0
17,180,180,2365.0,320.0,70.0,884.0,884.0,70.0,1
17,169,169,2276.0,863.0,70.0,344.8,344.8,70.0,1
18,118,118,5.0,5.0,2064.0,321.0,2064.0,321.0,0
18,338,338,5.0,326.0,1724.0,432.0,1724.0,432.0,0
18,527,527,5.0,758.0,2332.0,320.0,2332.0,320.0,0
18,121,121,2069.0,5.0,348.0,740.5,740.5,348.0,1
18,55,55,1729.0,326.0,300.0,300.0,300.0,300.0,0
18,197,197,5.0,1078.0,844.0,110.0,844.0,110.0,0
18,541,541,849.0,1078.0,776.0,70.0,776.0,70.0,0
18,239,239,849.0,1148.0,776.0,60.0,776.0,60.0,0
18,373,373,1625.0,1078.0,726.0,60.0,726.0,60.0,0
18,289,289,1625.0,1138.0,726.0,60.0,726.0,60.0,0
18,399,399,1729.0,626.0,330.0,110.0,110.0,330.0,1
19,236,236,5.0,5.0,1720.0,689.0,1720.0,689.0,0
19,70,70,5.0,694.0,2190.0,304.0,2190.0,304.0,0
19,403,403,5.0,998.0,2119.0,184.0,2119.0,184.0,0
19,518,518,1725.0,5.0,574.0,440.0,440.0,574.0,1
19,161,161,1725.0,445.0,350.0,232.0,232.0,350.0,1
19,519,519,2075.0,445.0,328.0,232.0,232.0,328.0,1
19,87,87,2195.0,677.0,218.0,315.0,315.0,218.0,1
19,145,145,2124.0,998.0,280.0,182.0,182.0,280.0,1
20,84,84,5.0,5.0,2040.0,544.0,2040.0,544.0,0
20,362,362,5.0,549.0,1650.0,554.0,1650.0,554.0,0
20,104,104,1655.0,549.0,777.0,654.0,777.0,654.0,0
20,469,469,5.0,1103.0,1626.0,110.0,1626.0,110.0,0
20,225,225,2045.0,5.0,353.0,398.0,398.0,353.0,1
20,199,199,2045.0,403.0,383.0,75.0,383.0,75.0,0
20,181,181,2045.0,478.0,284.0,60.0,284.0,60.0,0
21,74,74,5.0,5.0,2321.0,334.0,2321.0,334.0,0
21,350,350,5.0,339.0,1629.0,508.0,1629.0,508.0,0
21,103,103,5.0,847.0,2330.0,312.0,2330.0,312.0,0
21,472,472,1634.0,339.0,799.0,363.0,799.0,363.0,0
21,372,372,1634.0,702.0,758.0,110.0,758.0,110.0,0
22,133,133,5.0,5.0,2040.0,544.0,2040.0,544.0,0
22,187,187,5.0,549.0,1796.5,424.5,1796.5,424.5,0
22,69,69,5.0,973.5,2347.0,234.0,2347.0,234.0,0
22,419,419,2045.0,5.0,353.0,826.0,826.0,353.0,1
22,214,214,1801.5,549.0,199.0,405.0,405.0,199.0,1
22,221,221,2000.5,831.0,322.0,118.5,118.5,322.0,1
23,238,238,5.0,5.0,1563.5,917.5,1563.5,917.5,0
23,123,123,5.0,922.5,2020.0,284.0,2020.0,284.0,0
23,282,282,1568.5,5.0,553.0,888.0,888.0,553.0,1
23,159,159,2121.5,5.0,303.0,844.0,844.0,303.0,1
23,102,102,2025.0,893.0,400.6,311.0,400.6,311.0,0
24,22,22,5.0,5.0,1534.0,541.0,1534.0,541.0,0
24,395,395,5.0,546.0,2220.0,294.0,2220.0,294.0,0
24,60,60,5.0,840.0,2220.0,294.0,2220.0,294.0,0
24,42,42,1539.0,5.0,849.0,523.0,849.0,523.0,0
24,80,80,5.0,1134.0,1600.0,75.0,1600.0,75.0,0
24,131,131,1605.0,1134.0,780.0,80.0,780.0,80.0,0
24,256,256,2225.0,528.0,199.0,405.0,405.0,199.0,1
25,288,288,5.0,5.0,1724.0,361.0,1724.0,361.0,0
25,200,200,5.0,366.0,1502.0,530.0,1502.0,530.0,0
25,47,47,5.0,896.0,2090.0,304.0,2090.0,304.0,0
25,474,474,1729.0,5.0,561.0,878.0,878.0,561.0,1
25,509,509,2290.0,5.0,100.0,900.0,900.0,100.0,1
25,534,534,2095.0,905.0,280.0,263.0,263.0,280.0,1
25,218,218,1507.0,366.0,213.5,320.0,213.5,320.0,0
26,146,146,5.0,5.0,2040.0,544.0,2040.0,544.0,0
26,477,477,5.0,549.0,1484.0,543.0,1484.0,543.0,0
26,148,148,1489.0,549.0,944.0,548.0,944.0,548.0,0
26,502,502,2045.0,5.0,364.0,480.0,480.0,364.0,1
26,129,129,5.0,1092.0,953.0,60.0,953.0,60.0,0
