case,variant,seed,N_input,N_board,part_area_sum,board_area_effective,LB_area,N_board_gap_to_LB,U_avg,U_avg_excl_last,U_avg_excl_last2,U_global,U_last,U_worst_excl_last,U_best_board,U_worst_board,last2_used_equiv,sparse_board_count,tail_waste_area,runtime_s,baseline_seed_injected,board_area_sum,coarse_fit_cache_entries,coarse_fit_cache_hits,coarse_fit_cache_misses,commit_combo_rounds,commit_force_rounds,commit_rounds,commit_steps,decode_cache_entries,decode_cache_hits,decode_cache_misses,elite_archive_size,global_pattern_attempts,global_pattern_backend,global_pattern_boards_saved,global_pattern_hint_patterns,global_pattern_improvements,global_pattern_master_status,global_pattern_memory_injected,global_pattern_memory_patterns,global_pattern_memory_relevant,global_pattern_memory_selected,global_pattern_patterns_generated,global_pattern_patterns_kept,layout_harvest_layouts,macro_actions_generated,macro_adaptive_anchor_suppressed,macro_adaptive_pattern_boosts,macro_adaptive_tail_boosts,macro_anchor_actions,macro_cache_entries,macro_cache_hits,macro_memory_fallback_hits,macro_memory_focus_hits,macro_pattern_actions,macro_rollout_steps,macro_single_actions,macro_tail_actions,main_profile_lb_area,main_profile_n_parts,main_profile_tier,micro_cache_entries,micro_cache_hits,micro_cache_misses,n_parts_sum,post_mcts_reserve_s,post_repair_alns_updates,post_repair_attempts,post_repair_backend,post_repair_best_window_start,post_repair_boards_saved,post_repair_cp_sat_used,post_repair_dynamic_expansions,post_repair_hint_patterns,post_repair_improvements,post_repair_master_status,post_repair_patterns_generated,post_repair_patterns_kept,post_repair_tail_strike_windows,post_repair_time_s,post_repair_window_normalizations,post_repair_windows_total,region_best_span,region_best_start_idx,region_nodes_expanded,region_proposals_total,region_rebuild_attempts,region_rebuild_improvements,region_time_s,repair_attempts,repair_best_from_elite_rank,repair_improvements,repair_nodes_expanded,repair_time_s,result_source,rollout_cache_entries,rollout_cache_hits,rollout_cache_misses,root_dirichlet_applications,sa_lns_accepts,sa_lns_attempts,sa_lns_improvements,sa_lns_time_s,seed_rollout_cache_hits,simulations,solver_kind,solver_timeout_hit,tail_boards_cleared,tail_collapse_attempts,tail_collapse_improvements,used_area_sum,warmstart_cache_states,warmstart_candidates_generated,warmstart_candidates_kept,warmstart_capped,waste_area_sum
industrial_xlsx6_casejobs3_20260315__data4,rh_mcts_main,1000,2109,239,677519206.5999999,2940300.0,231,8.0,0.9523005898333444,0.9539748827910632,0.9542692285885673,0.9523005898333442,0.5538188658962644,0.8738806772373018,0.9828901840902983,0.5538188658962644,1.4380337946788497,0,1328192.0,341.6318657,1.0,711455200.0,463818.0,12168810.0,463818.0,0.0,0.0,1.0,0.0,259750.0,1009893.0,259750.0,8.0,0.0,,0.0,0.0,0.0,,0.0,1709.0,0.0,0.0,0.0,0.0,33.0,10809.0,3281.0,3838.0,3486.0,557.0,20529.0,1.0,55.0,10.0,233.0,3838.0,6543.0,3476.0,231,2109,large,3615281.0,39388140.0,3615281.0,2109,12.0,12.0,12.0,cp_sat,-1.0,0.0,12.0,9.0,10.0,0.0,hint:10|drop:INFEASIBLE|min:OPTIMAL|qual:OPTIMAL,3200.0,2767.0,3.0,32.254145900000026,19.0,28.0,210.0,1899.0,3805.0,12.0,12.0,49.0,65.4357201,27.0,1.0,49.0,4525.0,118.95011059999999,post_pipeline,26.0,0.0,26.0,1.0,0.0,0.0,0.0,0.005127899999990859,0.0,9.0,rh_mcts,1.0,0.0,3.0,0.0,677519206.5999999,20520.0,17.0,8.0,0.0,33935993.39999999
