case_id,family,status,elapsed_s,out_case_dir,n_rows
data6,industrial_xlsx6,completed,615.337079,D:\桌面\CXP\20260311 (2)\20260311\outputs\paper_overnight_formal_v2_20260318\paper_robustness_data6_5seed_900s\paper_robustness_data6_5seed_900s__data6,5
