case,seed,LB_area,N_board_baseline,N_board_baseline_gap_to_LB,N_board_delta,N_board_main,N_board_main_gap_to_LB,N_board_main_vs_baseline,N_board_ref,N_board_ref_gap_to_LB,U_avg_excl_last_delta,U_avg_excl_last_main,U_avg_excl_last_ref,U_global_baseline,U_global_delta,U_global_main,U_global_main_vs_baseline,U_global_ref,runtime_s_baseline,runtime_s_delta,runtime_s_main,runtime_s_ref,variant_baseline,variant_main,variant_ref,suite,case_id,family,source,csv_path,n_items,suite_runtime_s
industrial_regression_small_20260315__I2_parts,1000,64,71,7.0,0.0,70,6.0,-1.0,70,6.0,-0.003035069026558923,0.9073134208896627,0.9103484899162216,0.886177661474085,0.0,0.8988373423522863,0.01265968087820124,0.8988373423522863,0.415591,718.8669303000001,973.1824024000001,254.3154721,baseline_greedy,rh_mcts_main,rh_mcts_ref,industrial_regression_small_20260315,I2_parts,industrial_cases,industrial_cases,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_cases\I2_parts.csv,563,1227.964471
industrial_regression_small_20260315__I1_parts,1000,64,71,7.0,-1.0,69,5.0,-2.0,70,6.0,0.0011718930351811707,0.912724365732251,0.9115524726970698,0.8862572752762207,0.013027798456441086,0.9119458919508936,0.025688616674672926,0.8989180934944525,0.4279500000000098,719.1922374999997,951.4438366999998,232.2515992000001,baseline_greedy,rh_mcts_main,rh_mcts_ref,industrial_regression_small_20260315,I1_parts,industrial_cases,industrial_cases,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_cases\I1_parts.csv,564,1184.161679
