suite,ordinal,case_id,family,source,csv_path,n_items,board_w,board_h,allow_rot
industrial_regression_small_20260315,1,I2_parts,industrial_cases,industrial_cases,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_cases\I2_parts.csv,563,,,
industrial_regression_small_20260315,2,I1_parts,industrial_cases,industrial_cases,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_cases\I1_parts.csv,564,,,
