case,variant,seed,N_input,N_board,part_area_sum,board_area_effective,LB_area,N_board_gap_to_LB,U_avg,U_avg_excl_last,U_avg_excl_last2,U_global,U_last,U_worst_excl_last,U_best_board,U_worst_board,last2_used_equiv,sparse_board_count,tail_waste_area,runtime_s,baseline_order,board_area_sum,decode_cache_entries,decode_cache_hits,decode_cache_misses,main_profile_lb_area,main_profile_n_parts,main_profile_tier,micro_cache_entries,micro_cache_hits,micro_cache_misses,n_parts_sum,resume_cache_hit,solver_kind,used_area_sum,waste_area_sum
industrial_xlsx6_formal_3seed_1h_20260317__data6,baseline_greedy,1000,1114,151,416873795.1500001,2940300.0,142,9.0,0.9274232767619258,0.9311892102257457,0.9320458799729091,0.927423276761926,0.3625332571889277,0.647484883095942,0.981285944638538,0.3625332571889277,1.1660786750873422,1,1897611.0,1.6432911,area_aspect_desc,449496800.0,1114.0,0.0,1114.0,142,1114,base,60912.0,68598.0,60912.0,1114,0,baseline_greedy,416873795.1500001,32623004.849999994
industrial_xlsx6_formal_3seed_1h_20260317__data6,baseline_greedy,1001,1114,151,416873795.1500001,2940300.0,142,9.0,0.9274232767619258,0.9311892102257457,0.9320458799729091,0.927423276761926,0.3625332571889277,0.647484883095942,0.981285944638538,0.3625332571889277,1.1660786750873422,1,1897611.0,1.0155363,area_aspect_desc,449496800.0,1114.0,0.0,1114.0,142,1114,base,60912.0,68598.0,60912.0,1114,0,baseline_greedy,416873795.1500001,32623004.849999994
industrial_xlsx6_formal_3seed_1h_20260317__data6,baseline_greedy,1002,1114,151,416873795.1500001,2940300.0,142,9.0,0.9274232767619258,0.9311892102257457,0.9320458799729091,0.927423276761926,0.3625332571889277,0.647484883095942,0.981285944638538,0.3625332571889277,1.1660786750873422,1,1897611.0,1.3522733999999996,area_aspect_desc,449496800.0,1114.0,0.0,1114.0,142,1114,base,60912.0,68598.0,60912.0,1114,0,baseline_greedy,416873795.1500001,32623004.849999994
