variant,U_avg_excl_last2_pct_mean,U_avg_excl_last2_pct_std,U_avg_excl_last_pct_mean,U_avg_excl_last_pct_std,U_avg_pct_mean,U_avg_pct_std,U_best_board_pct_mean,U_best_board_pct_std,U_global_pct_mean,U_global_pct_std,U_last_pct_mean,U_last_pct_std,U_worst_board_pct_mean,U_worst_board_pct_std,U_worst_excl_last_pct_mean,U_worst_excl_last_pct_std,n
rh_mcts_main,89.22384169367358,0.0,89.17950288211743,0.0,88.96690418692276,0.0,98.39025127653856,0.0,88.96690418692276,0.0,6.053413061005107,0.0,6.053413061005107,0.0,65.08230314431604,0.0,1
