suite,ordinal,case_id,family,source,csv_path,n_items,board_w,board_h,allow_rot
probe_patternpush_data6_20260317,1,data6,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data6.csv,1114,,,
