case,seed,LB_area,N_board_baseline,N_board_baseline_gap_to_LB,N_board_delta,N_board_main,N_board_main_gap_to_LB,N_board_main_vs_baseline,N_board_ref,N_board_ref_gap_to_LB,U_avg_excl_last_delta,U_avg_excl_last_main,U_avg_excl_last_ref,U_global_baseline,U_global_delta,U_global_main,U_global_main_vs_baseline,U_global_ref,runtime_s_baseline,runtime_s_delta,runtime_s_main,runtime_s_ref,variant_baseline,variant_main,variant_ref,suite,case_id,family,source,csv_path,n_items,suite_runtime_s
industrial_xlsx6_initial_20260315__data6,1000,142,151,9.0,1.0,151,9.0,0.0,150,8.0,-0.004351153366045635,0.9320873043760638,0.9364384577421094,0.927423276761926,-0.006182821845079345,0.927423276761926,0.0,0.9336060986070054,0.6638306,-45.60737539999997,176.72146700000002,222.32884239999998,baseline_greedy,rh_mcts_main,rh_mcts_ref,industrial_xlsx6_initial_20260315,data6,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data6.csv,1114,222.860592
industrial_xlsx6_initial_20260315__data3,1000,160,175,15.0,0.0,174,14.0,-1.0,174,14.0,-0.0014006277641506193,0.9066798090201994,0.90808043678435,0.8995295678005144,-1.1102230246251565e-16,0.9046992779602875,0.005169710159773078,0.9046992779602876,1.0502067,-97.90811829999998,191.1818507,289.089969,baseline_greedy,rh_mcts_main,rh_mcts_ref,industrial_xlsx6_initial_20260315,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,289.624477
industrial_xlsx6_initial_20260315__data5,1000,185,199,14.0,0.0,198,13.0,-1.0,198,13.0,-0.001706015521726778,0.9225048106371165,0.9242108261588433,0.9157784152217688,0.0,0.9204035587329897,0.004625143511220897,0.9204035587329897,1.6495255,-69.28814360000001,262.6704739,331.9586175,baseline_greedy,rh_mcts_main,rh_mcts_ref,industrial_xlsx6_initial_20260315,data5,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data5.csv,1649,332.503292
