case,variant,seed,N_input,N_board,part_area_sum,board_area_effective,LB_area,N_board_gap_to_LB,U_avg,U_avg_excl_last,U_avg_excl_last2,U_global,U_last,U_worst_excl_last,U_best_board,U_worst_board,last2_used_equiv,sparse_board_count,tail_waste_area,runtime_s,baseline_order,board_area_sum,decode_cache_entries,decode_cache_hits,decode_cache_misses,micro_cache_entries,micro_cache_hits,micro_cache_misses,n_parts_sum,solver_kind,used_area_sum,waste_area_sum
public_pilot_20260315__gcut5,baseline_greedy,1000,10,3,545300.0,250000.0,3,0.0,0.7270666666666666,0.7453719999999999,0.608136,0.7270666666666666,0.690456,0.608136,0.882608,0.608136,1.573064,0,77386.0,0.0055789000000459055,area_aspect_desc,750000.0,10.0,0.0,10.0,32.0,0.0,32.0,10,baseline_greedy,545300.0,204700.0
