suite,ordinal,case_id,family,source,csv_path,n_items,status,started_s,elapsed_s,comparison_rows,has_comparison_table,out_case_dir,error
main_industrial_xlsx6_3seed_3600s,1,data6,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data6.csv,1114,completed,0.359932,13758.72408,3,1,D:\桌面\CXP\20260311 (2)\20260311\outputs\paper_overnight_formal_v2_20260318\main_industrial_xlsx6_3seed_3600s\main_industrial_xlsx6_3seed_3600s__data6,
main_industrial_xlsx6_3seed_3600s,2,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,completed,0.361205,13735.498921,3,1,D:\桌面\CXP\20260311 (2)\20260311\outputs\paper_overnight_formal_v2_20260318\main_industrial_xlsx6_3seed_3600s\main_industrial_xlsx6_3seed_3600s__data3,
main_industrial_xlsx6_3seed_3600s,3,data5,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data5.csv,1649,completed,13736.235897,15361.316714,3,1,D:\桌面\CXP\20260311 (2)\20260311\outputs\paper_overnight_formal_v2_20260318\main_industrial_xlsx6_3seed_3600s\main_industrial_xlsx6_3seed_3600s__data5,
main_industrial_xlsx6_3seed_3600s,4,data4,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data4.csv,2109,completed,13759.3422,16551.768935,3,1,D:\桌面\CXP\20260311 (2)\20260311\outputs\paper_overnight_formal_v2_20260318\main_industrial_xlsx6_3seed_3600s\main_industrial_xlsx6_3seed_3600s__data4,
main_industrial_xlsx6_3seed_3600s,5,data2,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data2.csv,2429,running,29097.818345,,0,0,D:\桌面\CXP\20260311 (2)\20260311\outputs\paper_overnight_formal_v2_20260318\main_industrial_xlsx6_3seed_3600s\main_industrial_xlsx6_3seed_3600s__data2,
main_industrial_xlsx6_3seed_3600s,6,data1,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data1.csv,2819,running,30311.478975,,0,0,D:\桌面\CXP\20260311 (2)\20260311\outputs\paper_overnight_formal_v2_20260318\main_industrial_xlsx6_3seed_3600s\main_industrial_xlsx6_3seed_3600s__data1,
