case,variant,seed,N_input,N_board,part_area_sum,board_area_effective,LB_area,N_board_gap_to_LB,U_avg,U_avg_excl_last,U_avg_excl_last2,U_global,U_last,U_worst_excl_last,U_best_board,U_worst_board,last2_used_equiv,sparse_board_count,tail_waste_area,runtime_s,baseline_seed_injected,board_area_sum,coarse_fit_cache_entries,coarse_fit_cache_hits,coarse_fit_cache_misses,commit_combo_rounds,commit_force_rounds,commit_rounds,commit_steps,decode_cache_entries,decode_cache_hits,decode_cache_misses,elite_archive_size,global_pattern_attempts,global_pattern_backend,global_pattern_boards_saved,global_pattern_improvements,global_pattern_master_status,global_pattern_patterns_generated,global_pattern_patterns_kept,layout_harvest_layouts,macro_cache_entries,macro_cache_hits,micro_cache_entries,micro_cache_hits,micro_cache_misses,n_parts_sum,post_mcts_reserve_s,post_repair_attempts,post_repair_backend,post_repair_best_window_start,post_repair_boards_saved,post_repair_cp_sat_used,post_repair_improvements,post_repair_master_status,post_repair_patterns_generated,post_repair_patterns_kept,post_repair_time_s,post_repair_windows_total,region_best_span,region_best_start_idx,region_nodes_expanded,region_proposals_total,region_rebuild_attempts,region_rebuild_improvements,region_time_s,repair_attempts,repair_best_from_elite_rank,repair_improvements,repair_nodes_expanded,repair_time_s,rollout_cache_entries,rollout_cache_hits,rollout_cache_misses,root_dirichlet_applications,sa_lns_accepts,sa_lns_attempts,sa_lns_improvements,sa_lns_time_s,seed_rollout_cache_hits,simulations,solver_timeout_hit,tail_boards_cleared,tail_collapse_attempts,tail_collapse_improvements,used_area_sum,warmstart_cache_states,warmstart_candidates_generated,warmstart_candidates_kept,warmstart_capped,waste_area_sum
smoke_global_harvest_20260313,rh_mcts_main,1000,200,22,58863791.95,2940300.0,21,1.0,0.898826561011214,0.9248960844818981,0.9262341935971513,0.898826561011214,0.35136656812684763,0.8683553144316043,0.958890083310938,0.35136656812684763,1.2495004703036818,1,1930852.0,991.7254202,1.0,65489600.0,6545553.0,97260121.0,6545553.0,0.0,0.0,12.0,11.0,3089072.0,916815.0,3089072.0,8.0,1.0,cp_sat,0.0,0.0,drop:INFEASIBLE|min:OPTIMAL|qual:FEASIBLE,1806.0,604.0,128.0,4357.0,58.0,4664316.0,44637064.0,4664316.0,200,45.0,6.0,cp_sat,-1.0,0.0,7.0,0.0,drop:INFEASIBLE|min:OPTIMAL|qual:OPTIMAL,3208.0,1391.0,26.2302866,20.0,52.0,148.0,3840.0,12.0,12.0,19.0,8.145598999999947,21.0,4.0,25.0,4560.0,38.6733099999999,10760.0,0.0,10760.0,3.0,13.0,6000.0,0.0,37.41810050000004,3.0,1347.0,1.0,0.0,3.0,1.0,58863791.95,3056.0,65.0,8.0,2.0,6625808.050000001
