variant,N_board_mean,N_board_std,U_avg_excl_last2_mean,U_avg_excl_last2_std,U_avg_excl_last_mean,U_avg_excl_last_std,U_avg_mean,U_avg_std,U_global_mean,U_global_std,U_last_mean,U_last_std,U_worst_excl_last_mean,U_worst_excl_last_std,last2_used_equiv_mean,last2_used_equiv_std,n,runtime_s_mean,runtime_s_std,sparse_board_count_mean,sparse_board_count_std,tail_waste_area_mean,tail_waste_area_std,used_area_sum_mean,used_area_sum_std,waste_area_sum_mean,waste_area_sum_std
baseline_greedy,199.0,0.0,0.9189788380395533,0.0,0.9189392147760865,0.0,0.9157784152217686,0.0,0.9157784152217688,0.0,0.28994010346681,0.0,0.4370851249664069,0.0,1.2010735353399624,0.0,1,8.071537900000067,0.0,2.0,0.0,2113706.3,0.0,542491748.1000001,0.0,49891451.89999999,0.0
rh_mcts_ref,201.0,0.0,0.9107261534425689,0.0,0.9103675996036011,0.0,0.9066661921847361,0.0,0.9066661921847361,0.0,0.1663847084117173,0.0,0.7134701693093255,0.0,1.0054000940607364,0.0,1,805.2843283999999,0.0,1.0,0.0,2481506.0,0.0,542491748.1,0.0,55845051.900000006,0.0
rh_mcts_prefix_beam,198.0,0.0,0.9218903875343473,0.0,0.9219284035116918,0.0,0.9204035587329896,0.0,0.92040355873299,0.0,0.6200091373286751,0.0,0.7448447997850041,0.0,1.5493886723998926,0.0,1,443.79155719999994,0.0,0.0,0.0,1131156.7999999998,0.0,542491748.1000001,0.0,46914651.9,0.0
