case_id,family,seed,LB_area,n_items,N_board_Greedy,gap_to_lb_pct_Greedy,U_global_Greedy,runtime_s_Greedy,N_board_OursBase,gap_to_lb_pct_OursBase,U_global_OursBase,runtime_s_OursBase,N_board_OursNoPrior,gap_to_lb_pct_OursNoPrior,U_global_OursNoPrior,runtime_s_OursNoPrior,N_board_OursMain,gap_to_lb_pct_OursMain,U_global_OursMain,runtime_s_OursMain,delta_main_vs_base,delta_main_vs_noprior
data1,industrial_xlsx6,1000,319,2819,343,7.523510971786834,0.9172482096727811,3.8599055999993652,349,9.404388714733543,0.9014788994778336,595.4048726000001,348,9.090909090909092,0.9040693560855285,1362.5653950999995,342,7.210031347962382,0.919930221981766,488.6028785000017,-7.0,-6.0
data2,industrial_xlsx6,1000,353,2429,392,11.048158640226628,0.8873994779869079,4.996538700000201,395,11.898016997167138,0.8806597351161212,508.0191444000002,395,11.898016997167138,0.8806597351161212,1039.3254672000003,391,10.76487252124646,0.8896690418692275,478.53172189999987,-4.0,-4.0
data3,industrial_xlsx6,1000,160,1234,175,9.375,0.8995295678005144,1.0543668000000253,175,9.375,0.8995295678005143,375.15019989999996,175,9.375,0.8995295678005143,573.7133174,174,8.75,0.9046992779602875,147.3917555999999,-1.0,-1.0
data4,industrial_xlsx6,1000,231,2109,239,3.463203463203463,0.9523005898333442,1.6075769999997647,242,4.761904761904762,0.9404952106205342,532.9068322000003,242,4.761904761904762,0.940495210620534,762.2282027000006,239,3.463203463203463,0.9523005898333446,374.8775190000006,-3.0,-3.0
data5,industrial_xlsx6,1000,185,1649,199,7.5675675675675675,0.9157784152217688,1.5342690999998467,201,8.64864864864865,0.9066661921847359,396.54536020000023,199,7.5675675675675675,0.9157784152217688,640.6925179,198,7.027027027027027,0.92040355873299,249.04008739999972,-3.0,-1.0
data6,industrial_xlsx6,1000,142,1114,151,6.338028169014085,0.927423276761926,0.6466914000000001,154,8.450704225352112,0.9093565895522778,342.27668800000004,153,7.746478873239437,0.9153000966735346,472.2787474,151,6.338028169014085,0.927423276761926,130.9279864,-3.0,-2.0
