experiment,suite,case_id,family,source,csv_path,n_items,variant,variant_label,seed,N_input,N_board,LB_area,gap_to_lb_pct,U_global,U_avg_excl_last,runtime_s,solver_kind,result_source,main_profile_tier,simulations,mcts_n_sim
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1000,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,147.424643,rh_mcts,global_best,large,80.0,1
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1001,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,149.5010243,rh_mcts,global_best,large,80.0,1
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1002,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,151.61692779999998,rh_mcts,global_best,large,80.0,1
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1000,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,149.7485688,rh_mcts,global_best,large,80.0,2
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1001,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,150.02861380000002,rh_mcts,global_best,large,80.0,2
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1002,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,148.80276319999996,rh_mcts,global_best,large,80.0,2
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1000,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,148.29016280000008,rh_mcts,global_best,large,80.0,3
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1001,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,152.46719459999986,rh_mcts,global_best,large,80.0,3
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1002,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,152.64173140000003,rh_mcts,global_best,large,80.0,3
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1000,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,147.82380450000005,rh_mcts,global_best,large,80.0,5
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1001,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,150.66262740000002,rh_mcts,global_best,large,80.0,5
paper_sensitivity_data3,industrial_xlsx6,data3,industrial_xlsx6,industrial_xlsx6,D:\桌面\CXP\20260311 (2)\20260311\data\industrial_xlsx6\data3.csv,1234,rh_mcts_prefix_beam,rh_mcts_prefix_beam,1002,1234,174,160,8.75,0.9046992779602875,0.9097038349944775,150.25245269999982,rh_mcts,global_best,large,80.0,5
