variant,N_board_mean,N_board_std,U_avg_excl_last2_mean,U_avg_excl_last2_std,U_avg_excl_last_mean,U_avg_excl_last_std,U_avg_mean,U_avg_std,U_global_mean,U_global_std,U_last_mean,U_last_std,U_worst_excl_last_mean,U_worst_excl_last_std,last2_used_equiv_mean,last2_used_equiv_std,n,runtime_s_mean,runtime_s_std,sparse_board_count_mean,sparse_board_count_std,tail_waste_area_mean,tail_waste_area_std,used_area_sum_mean,used_area_sum_std,waste_area_sum_mean,waste_area_sum_std
baseline_greedy,2.0,0.0,0.9866666666666667,0.0,0.9866666666666667,0.0,0.75,0.0,0.75,0.0,0.5133333333333333,0.0,0.9866666666666667,0.0,1.5,0.0,1,0.005916699999999997,0.0,1.0,0.0,73.0,0.0,225.0,0.0,75.0,0.0
ours_base,2.0,0.0,1.0,0.0,1.0,0.0,0.75,0.0,0.75,0.0,0.5,0.0,1.0,0.0,1.5,0.0,1,3.6793861999999997,0.0,1.0,0.0,75.0,0.0,225.0,0.0,75.0,0.0
ours_noprior,2.0,0.0,1.0,0.0,1.0,0.0,0.75,0.0,0.75,0.0,0.5,0.0,1.0,0.0,1.5,0.0,1,3.5087784000000006,0.0,1.0,0.0,75.0,0.0,225.0,0.0,75.0,0.0
rh_mcts_main,2.0,0.0,1.0,0.0,1.0,0.0,0.75,0.0,0.75,0.0,0.5,0.0,1.0,0.0,1.5,0.0,1,3.7277455999999995,0.0,1.0,0.0,75.0,0.0,225.0,0.0,75.0,0.0
